Text,label
তুর মা যে চামড়ার ব্যাবসা করে তুকে জন্মো দিছে সেইটার পরিচয় এখানে দেওয়ার দরকার নেই,2
মা মরা ছেলেটা মা দিবসে রাস্তার খানকি কে মা বানিয়ে আদর নিচ্ছে।,2
তোমার মায়ের দুদু খাও হিজড়া,2
"যদি তুই পোলা না হইয়া মাইয়া হইতি তাইলে তোরে চুদে আগে ভোদা তারপর পাছা,আর তারপর তোর মায়ের ভোদা তারপর পাছা আর শেষ কালে মুখে চুদে মেরে ফেলতাম যাতে তোর মতো হিজরা আর না জন্মায়।",2
মেঘলা দিনে একলা পেয়ে কি পরিমান পাশা খেললো দুদুটি সমকামী বিচিওয়ালা আপু,2
গে খানকির পোলা দুইটা এক হইছে অনেক দিন পর শালা সমকামী,2
শালা হিজলা বেজাম্মার পোলা এখন লগে মাইয়া লইয়া সুদা দিতে যায় ওরে কেউ ওরে মাইরালা,2
"লাল আপা সমকামী ওইগুলা ভাল নাহ,আপনার কি নাই যে আরিফা আফার ডা দেখছেন,নাকি আরিফা আপার নলকুপের গভীরতা মাপতেছেন???",1
খানকির পোলা লাল ড্রেস পরা মাঘিটারে চুদিয়া মাঘিটার পাচার কি হাল করচে দেখ////আর মনেহয় কালা মাঘিটার সোনা চুশতে চুশতে এতদিনে লাল কইরা পেলচে,2
আরিফ ভাইয়া কালো পেন্ট এর মেয়ে টার রেট কত খুব চুদ্দে ইচ্ছা করতাছে,2
প্যান্ট পড়া মাল টার পাছা জোচ,2
ফকিন্নির পোলা। কুকুরের মেয়েরা মাগি  কোথাকার  কত নেস,2
মডেল আরিফ এর বউরে চুদমু।,2
নতুন বছরের দুই লেসবিয়ান আইছে পোন্দা খাইয়া,1
এ দুধেল গাভী পাইলি কোথায় চুদির ভাই..?,2
এই মালটারে আমি চিনি... নিউ মার্কেট এলাকায় দেহ ব্যবসা করতো।,2
"তোমার নিউ পার্টনার, লেসবিয়ান মাগি",1
তোর আম্মা খানকির পোলা সালা আবুইল্লা,2
"ভাই মালডা আমারে একদিনের জন্য দে, খেইল্লা আবার ফেরত দিমু",2
এই খাংকি লগে আরিপ্পা বাইঞ্চুদের সেক্স ভিডিও আছে,2
বছরের শুরুতে এক হিজড়া আরেক হিজড়াকে পুরস্কারিত করছে ২০১৭ এর সেরা ঠেলা খাওয়ার জন্য!!,1
উম্মা উনি মোটা হিসাবে। উনার দুধ বেশি বড় না ত।,2
আরিপ্পা তুর নানীর দুধু এতো বড্ডা বড্ডা কেন. তুইনি বড্ডা করছত. দুর হালা আমি বুলে গেছি তুই নাকির পোলা তো হিজরা. তুই কি হেন্ডা করবি.,2
দুধের সাইজ তো তোর মাথার থেকেও বড় রে আরিপ্পা,2
দুইটাই হিজড়া রাস্তায় রাস্তায় পুন্দামি করস নাকি,1
আরিপ্পার রূপ দেখিয়াছি আমি...তাই আমি হিজড়ার রূপ দেখিতে চাই না আর,1
জাতি জানতে চায় দেড় ইঞ্চি হিজরা আরিফ কেমনে মডেল হইলো,1
কেমন জানি হিজলা হিজলা লাগতেছে তোরে শালা,1
তুই গে। পোলা খাস লাগে আমার,2
তুই আর তুর বাপ গে আর তুর মা বইন বিবি লেসবিয়ান। সামনে পাইলে তর কানের দুই আংগুলের নিচে দিতাম,2
মন চাইতেছে হিজড়া দিয়ে তোর দুধ টিপাই। হাবাগোবা কোথাকার।,2
হালারে আজকে হিজড়া হিজড়া লাগে,1
"কিছু মানুষ আছে যাদের নুনুর নিচে বিচি নাই, ওরা বেজন্মা হিজড়াচোদা.....",2
শুয়ার তুই তো একটা গে,2
প্রমাণ করলি তুই আসলে হিজলা হালারপো,2
"আরিপ্পা জাতি দেখতে চায় বাংচোদ,তুই হিজরা নাকি মাইয়া । মাদারটোস্ট তুই তো পোলা না এইটা",2
আহারে হিজরা বান্দির পোলা তুই মানুষ হৈলি না,2
এরজন্য মেয়েটা দায়ী।এই সব মেয়েদের কথা মনে না রাখাই ভালো। ওসব মেয়েদের ওরকম হওয়ায় ভালো। এই সব নির্লজ্জ মেয়ের জন্য পুরো পরিবারটাই শেষ হয়ে যায়।,1
পর্দা করে সব কাজ করা যায় না। তাই নারীর বাইরে যাওয়াটাও দরকার নাই।,2
শালীর মুখে এত মধু!!! কথা শুনলে কোন বাপের বেটা বুঝবে না এ যে এতবড় ক্রিমিনাল!!!,1
নারী র যৌন স্বাধীনতা মানে পুরুষের সাথে যেখানে সেখানে শুয়ে পরা,2
তুই বাইনছোদ মহিলা,2
মেয়েদের লজ্জা নেই সে সবাই জানি,2
মেয়েরা এত খারাপ বলার ভাষা নাই,2
ছিছিছি এই সব মেয়েদের জন্য পুরো মেয়েদের বদনাম হয়,1
এই মেয়ে কে জনগনের সামনে রেখে জালিয়ে দে খানকি মাগি,1
মেয়েরা হলো কাল নাগিনি।,1
এমন হাজারো বারো ভাতারি মেয়ে গলিতে,1
মেয়েটি একটা খানকি তার কঠিন বিচার হওয়া উচিত।,2
এই শালির বোধার মাঝে মুড়িচ লাইগার দরকার,2
ওই মেয়েদের জন‍্য দেশে এই পরিস্তিতি,2
এই মেয়েকে উলঙ্গ করে পেটানো হোক। আমি মেয়ে হয়ে বলছি,2
"বারোভাতারী নারী,,করোনার চেয়েও মহামারী,,",1
এমন বউ কে কুবিয়ে মারো,2
এই ধরনের কিছু মেয়ের কারণে আজ সমাজ খারাপ,1
খানকি মাগীরা সালা একটু খালি সময় পেলেই চোদাতে বেশতো হয়ে পরে এক বারো তার স্বামীর কথা ভাবে না তার মা বাবারো কথা ভেবে দেখে না,2
এইসব মেয়েদে কারনের দেশ নষ্ট হচ্ছে,1
এই মেয়েরে পথিতালয় দিয়ে আসেন।সবচেয়ে ভালো হয়91,2
এইসব বেহায়াপনা নারীদের জন্য ইসলাম ও মুসলিম জাতির বিশাল ক্ষতিগ্রস্ত হয়ে যাচ্ছে,2
কুমিল্লার মেয়েরা অনেক খারাপছিহ্,2
এইসব মেয়েদের জন্য শতশত ছেলের জীবন নষ্ট।,2
এইসব মেয়েদের জন্য শতশত মেয়ের মানসম্মান নষ্ট।একে জীবিত ফুরিয়ে মারা উচিৎ1,1
এই মাঘীর কে ভুদার মদ্দের মরিছ দিয়ে ছেরে দিন ভাল হবে এসব মহিলার কারনের বিদিরা লজ্জতীত হই মানুষসের মনে কষ্ট লাগে ভাই,2
ভাই মেয়েরা শুধু টাকাি চেনো সত্যি কারের ভালো বাসা বুজে না,1
এই সব মেয়েদের থেকে দুরে থাকুন আর পারলে তাদেরকে সবার থেকে দুরে রাখুন,1
এই ধরনের মেয়েদেরকে জ্বলন্ত আগুনে নিক্ষেপ করা উচিত,2
তুই কি হিজড়া জাতি নাকি কুত্তা দিয়া তোর গুয়া মারাই,2
একটা ছাগলের বাচ্চা তোরে দেখতে পুরাই হিজড়াদের মত লাগে।,1
হিজরা নুসরাত ফারিহা আস্ত মাগীর মতো দেখতে লাগে শালিরে,2
আর এই ছবিতে আপনারে হিজরার মত লাগে।।,1
ছিছিছি এই মেয়েটা এত নোংরা ভাপ্তেও পারিনা।,2
আমি দূর হতে দুই হিজরা কে দেখেছি,2
আরে আজকাল পাবলিক এইসব অভিনেত্রীকে চুদেও না। সালা আবাল।,2
"তোর ত্রি সীমানায় গেলেও সবাই এইস,আইভি পজেটিভ হয়ে যাবে এত বাজে মেয়ে হয় ছিঃ",1
"ফালতু মাগী,দুধের কি অবস্থা ",2
"হায়রে মাগি কেমন করে । বেশ্যাদের মতন করিস না, সব জায়গায় চুদা খাবি মাগি ",2
মেয়েরা বেকুবই হয় নতুন কিছু না হা হা হা,1
এমন একটা পাইলে এক কম করে হলেও এক রাতে চারটি সট দিতাম,2
পুরা বেশ্যা মাগী  রাস্তা ঘটে মাগীগিরি শুরু করে,2
"মাগি যা দুধ রে , সব খুল মাগি",2
আপনাদের মত মেয়ে দের জুতা মারা দরকার খানকি মাগি,2
তোর  ভোদাতে সিল মারবো মাগীর ঝি মাগি,2
তোমরা চোদার মাগী এখন বুজলাম বেশ্যা মাগি,2
এইসসব পতিতা। তোদের মাগী বলবেনা। চুদতে দিছ সবাই রে তো মাগী বলবে না তো কি?,2
ওই খানকির পুলা তোর বাপে কি করে খানকির পুলা তোরা মানুষের চুল বাল না কাটলে ভাত ও পাবি না আবার মানুষের টা বড় গলায় বলস অটো রিক্সা চালক তোর মাকে আর চুদলাম না তোর সব চেয়ে ছোট বোন কে আমি চুদব ?,2
মেজো মেয়ে গুলি জামাইকে ভালবাসেনা মেজো মেয়ে গুলা হয় খানকি খারাপ মেয়ে,2
টুয়া তোর মারে বাপ খানকির মাগি,2
মাগীরে দেখলেই মেজাজ খারাপ হয়ে যায় বেশ্যা মাগি,2
বেশ্যা মাগির দাত কিন্তু হলুদ মাগি খানকি,2
তরা প্রমান করলি তোরা বাংলা মাগি বেশ্যার জাত,1
মালুগো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,2
চুতমারানি তোরে চুদী। কুত্তা দিয়া চোদামু  বেশ্যা মাগি,2
বিদেশ বউ রেখে যাওয়া টিক না ও মেয়েরা পরপুরুষের সাতে আকাম করবে এই হলো মহিলাদের চরিএ,1
এটা কমিশনার এর মেয়ে খানকিমাগির মেয়ে,2
তর ভোদার ভিতরে ভালো ভাবে বরে দিমু,2
এগুলা রাস্তার মেয়ে বেশ্যা  কোথাকার,2
বিভাস খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা চুপ থাক,2
খানকি মাগি তরা সমাজ টাকে নষ্ট করে ফেলতেছিস ।,1
তোরা তো চুদতে পারস না। তাই আমরা তোর মা বোনদের চুদে তোদের করি। তুই খানকির পোলা।,2
শালিরা মিস ওয়ার্ল্ড আইছে নাকি গাজাখুরী কথা বলতে আইসে,1
এ খানকি তোর গুদে কতো খিদে আমি তেকে চুদবো,2
মডেল না মনে হচ্ছে মাগী পাড়ার মাগী দুইটা।পঞ্চাশ একশো টাকা দিলে চোদা যাবে।,2
খানকি কে গুদে বাস ঢুকাতে হবে এরপরও যদি শান্তি হয় আরকি  মাগীর,2
"সৌভিকের যে বন্ধু এখানে রিপ্লাই দিয়ে গালাগাল দিবে,তার মায়ের ভোদার ভিত্রে ধোন হান্দাইয়া কাম রস বাইর করমু",1
আমার তো মনে হয় তোর মত মাইয়ার  ভোদায় পানি গড়গড় করতেছে ছেলেদের সোনা ঢুকানোর জন্য।,2
মাগির ভোদা  অনেক বড় বেশ্যা মাগীর একেবারে,2
বেইশ্যার জন্মের ফসল খানকির মাগি,2
এটা মেয়ে নাকি হিজড়া কিছুইত বুজলাম না,1
তুই মাগি পরিচয় দিলি। তুই আসলে একটামাগি।রেট কত আমিও ছুদবো তোকে। খুব মজা পাবি।,2
"কত জন যে চুদছে মাগীর ভোদাতে, স্পর্শীয়া মাগী। ",2
হেডার ঘরে হেডার মাইয়া বালের মাইয়া,1
এর মাগীর ভোদা সবাই ফাটাও,2
দেশের প্রধান মন্ত্রী একজন পুরুষ হলে ভালো হতো,2
"এই মহিলা কে আমার ইচ্ছে করতেছে খুপায়তে,বেয়াদপ নিলজ্ব ফকিন্নি কোত থেকে উটে আসছে এই বিয়াদপ, সব গুন্ড়া পান্ড়াদের সহ উপযুক্ত শাস্তি হোক",2
"এই মহিলাকে যে লোক বিয়ে করে ঘর সংসার করতেছে, আল্লাহই যানে তার কি অবস্থা, শয়তান মহিলা। আল্লাহ এর বিচার করবে।",1
সব নষ্টেরর মূলে নারী।,1
যতদিন থাকবে দুই হস্ত ততদিন হবনা নারীর দারস্থ,1
মেয়েরা নিজের দেহ দিয়ে ছেলেদের Blackmail করার অসাধারণ ক্ষমতা নিয়ে জন্মায়।,2
সব নষ্টেরর মূলে নারী।আগে থেকে সব কিছু দিয়ে দেবে পরে বলবে ছেলেরা ছ্যাকা দেয়,1
আপনার হাজারটা বন্ধু থাকলেও সমস্যা নেই।একটা মেয়ে আপনার যে পরিমাণ সময় বা টাকা নষ্ট করে দিবে হয়ত হাজারটা বন্ধুও তা পারবে না।এক কথায় একটা মেয়ে আপনার লাইফের ১২ টা বাজিয়ে দিতে যথেষ্ট।।।,1
"সৎ সঙ্গে সর্গ বাস,নারী সঙ্গে সর্বনাশ",1
"মেয়েদের আটা,ময়দা মাখা মুখটা না দেখে,আকাশের চাদঁ দেখা অনেক তৃপ্তিদায়ক,ভাব ছেলেরাও নিতে পারে বুচছছ ফালতু মাইয়া,মেয়ে মানে নষ্টামি, মেয়ে মানে ভনডামী,",1
নারীরা প্রয়োজনবোধে তাদের দেহও দিতে দ্বিধাবোধ করেনা,2
অামরা নারীদের কথা দিয়ে হারাতে পারবোনা....সুতরাং যুক্তি দিয়েই হারাতে হবে তাদের.....* তাদের ধর্ষণের কারণ শুধু তারাই...তাদের শরীরের প্রতিটি ভাজে ভাজে শয়তান লুকিয়ে থাকে।,1
সব প্রকার অপকর্ম  মূলে নারী,1
নারীরা ছেলেদের শ্বার্থের পিছে গুরে...,1
"নারীরা শুধু তাদের প্রয়োজনে তারা অাপনার পাশে অাসবে প্রয়োজন শেষ, অাপনার কাছ থেকে চলে যাবে।",1
মেয়েরা তাদের দেহ দিয়ে তাদের শ্বার্থ হাছিল করে থাকে অারো কত কি????,2
আসলে বয়ফ্রেন্ড গার্ল ফ্রেন্ড রিলেশানটা অদ্ভূদ একটা ব্যাপার।সব মেয়েই সাপের মত। যে যত বেশি সুন্দর তার বিষ তত তীব্রতর,1
"ধবংসের জন্য নারী দায়ী,শানতির জন্য নারী দায়ী,কুটনামির জন্য নারী দায়ী,ধোকার জন্য দায়ী,সেকস্ এর জন্য দায়ী",2
"নারীকে বিশ্বাস না করে, প্যাকেটে সাপ নিয়ে ঘুরাই উত্তম।",1
"মেয়েরা fuck খেতে চায়,অার ছেলেরা fuck দিলেই দোষ।",2
নারীর শুধু ভোগের জান্নো ..... তদার দার ভালো কিচু সম্ভব নই,2
বিশ্ব নারী দিবসে প্রতিটা নারীকে ধিক্কার জানাই।,2
কিসের নারী দিবস। সকল পাপের জননী নারী,2
"অধিকাংশ রূপসীর হাসির শোভা মাংসপেশির কৃতিত্ব, হৃদয়ের কৃতিত্ব নয়",2
বিশ্বের নারী নেতারা নারীদের প্রতিনিধি নয়; তারা সবাই রুগ্ন পিতৃতন্ত্রের প্রিয় সেবাদাসী,2
বর্তমান নারীরা বাহ্যিক দিক থেকে নারী ভেতরে তারা পুরুষ ৷,1
"রাস্তায় বসে সিগারেট খায়। ভাইরে সেই মর্ডান মেয়ে, আমরা অনেক ব্যাকডেটেড",1
ছেলেদের যথেষ্ট সম্মান আছে। তবে কিছু কিছু নারীবাদী আর ইসলাম বিদ্বেষীরা সেটা স্বীকার করতে চায় না!,2
"সব শিয়ালই মুরগীর স্বাধীনতা চায় কারণ মুরগী স্বাধীন হলে শিয়াল ভাল খাবার পায়, তেমনি সব লুইচ্চারাই নারীর স্বাধীনতা চায় কারণ নারী স্বাধীন হলে লুইচ্চারা লুইচ্চামি করতে পারে",2
মেয়েরা কোন খাদ্য পন্য কিংবা বস্তুু নয়। নিজের মা বোনকে দেখলেও কি মুরগি মুরগি মনে হয়? তাহলে তোমার মা বোনও তোমার থেকে নিরাপদ নয়।একজন সুস্থ মস্তিষ্কের মানুষ কখনওই এসব তুলনা দিবে না। তোমরা নিজেরাইতো মেয়েদের পন্য ভাবো।আসছে পশ্চিমাদের বদনাম করতে।,1
"এসব নারীবাদীদের জন্য বাসের সিট ছেড়ে না দিয়ে,পুরুষের মাঝে দাঁড় করিয়ে দিলে তখন বুঝবে নারীসমতা কাকে বলে।",1
নিজের মা বোনদের সম্মান কর,1
আমার মা-বোন পশ্চিমা নারীবাদী না। আর আমি বাসে সমঅধিকারের কথা বলছি।তাতে নারীবাদীদের চুলকানি থাকার কথা না।,1
নারীবাদী রোকেয়া বলেছে ধর্ম গ্রন্থগুলি পুরুষের বানানো। অথচ এই মহিলাকে মুসলিম বলে বলে পাঠ্য বইয়ের মাধ্যমে ভবিষ্যত প্রজন্মের ব্রেইন ওয়াশ করা হচ্ছে।,2
ঐসব নারীবাদীরা আমাদের নারীদের বাহিরে বের করে আমাদের সমাজে ধ্বংস করছে। আসুন তাদের বিরুদ্ধে সচেতন হই।,1
বর্তমান এই দেশের নারী জাতিকে পতিতা বানাতে উঠে পড়ে লেগেছে 71টিভির পতিতা মহিলারা।। তাদের কে এই দেশ থেকে উৎখাত করতেই হবে।,2
"যারা নারী অধিকারের সোলগান দেয়, তারা আসলে নারীদেরকে ভোগের পর্ন বানানোর চিনতায় মিছিল মিটিং করে। তারা আসলে ধোকাবাজ। বুদ্ধিমান মহিলারা তা বুঝতে পারে।",2
"নারীরা জানে তারা বেহায়া/ নির্লজ্জ / নিকৃষ্ট হয়ে যাচ্ছে, নারীরা জানে বিয়ে করলে তারা আর বেহায়াপনা করতে পারবে না!",1
"নারীরা জানে আমরা হলাম ঝামেলার পাহাড়, যতো সমস্যা / ঝামেলা / অশান্তি নারীর। সাথে সাথে পুরুষদের ঝামেলাও বাড়ায়!!",2
"বাহহ। পুরুষ বহুগামী, তাই নারীদেরও বহুগামী হতে হবে। পুরুষ খারাপ কাজ করবে,তাই নারীদেরও খারাপ কাজ করতে হবে। ওয়াও। হোয়াট এ লজিক।",2
"বিয়ে করতে না চাওয়া""নারী-পুরুষ উভয় বিয়ে না করতে চাওয়ার কারন সামাজিক দায়িত্ব এড়িয়ে চলা, বেহায়াপনা করতে পারা।",1
যতো অসুন্দ ও বেঢক নারী আছে তারা কারো সঙ্গী না হতে পেরেই কিন্তু নারীবাদী হয়ে উঠে৷,2
যে নারী বিয়ে করতে চায় না বুঝতে হবে সে সেক্স বিশ্বাসি..তাদের আর বেশ্যাদের মধ্যে কোন পার্থক্য নেই,2
ফেমিনিজম ইজ ক্যান্সার,2
নারী পুরুষ কখন সমতায় আসতে পারে না। পুরুষ পুরুষই আর নারী নারি_ই। কাজেই যে নারি পুরুষের জায়গা নিতে চায় বুঝতে হবে সে কখন নারী ছিল না।। এসব নারীরা পশ্চিমা সংস্কৃতি তে বিশ্বাসি। এরাই সিমা লংঘনকারি।। এদের জন্য দোযখের আযাব অপেক্ষা করছে।,1
নারীবাদ কি ফ্যাশন ? নারীবাদীরা কি রাস্তায় মূত্র বিসর্জনের অধিকার চায় ? নারীবাদীরা কেন নারীবাদী ?,2
"""পুরুষ নিজেই তো আজ বন্দী, নারীর উষ্ণ চামড়ার খোঁজে""  আমি চাই পুরুষ নিজেকে চিনুক, জানুক?তারই মুক্তি দরকার সবার আগে।",2
আমরা চাই সব মানুষ সমান অধিকার ভোগ করবে সে নারী হোক পুরুষ হোক কিংবা হিজড়া হোক।,1
নারীর ক্ষমতায়ন করা যাবে তবে পর্দা বজায় রেখে। যেহেতু পর্দা করে সব কাজ করা যায় না। তাই নারীর বাইরে যাওয়াটাও দরকার নাই। তাছাড়া নারী নেতৃত্ব ইসলামের দিক থেকে হারাম,2
মেয়েরা কি পুরুষদের গোলাম হয়ে থাকবে নাকি?,2
"আত্মমর্যাদা একটা বড় জিনিস জীবনে আর নারীরা আর দেশে যেভাবে নারীরা পুরুষদের হাতে নির্যাতিত হচ্ছে সকল নারীকেই নিজের পারে দাঁড়িয়ে আত্মমর্যাদাবান হওয়া প্রয়োজন,,আবেগী কথা,আর ধর্মের দোহাই দিয়ে সব হবে না বাস্তবতার মুখোমুখি হও",1
তোর মত মাগি বেইশ্যা ইসলাম ছাড়ণলে কি বাল আসে যায়।।,2
আহারে আল্লাহ কতো সুন্দর করে সাজিয়ে তৈরি করেছেন নারী কে সম্মান দিয়েছেন আর এরা বলে সমতায়ন ??,1
কোথায় ছেলে আর কোথায় মেয়ে কার সাথে কি পান্তা ভাতে ঘি।হ্যাসকর,2
লিঙ্গ সমতা কস্মিনকালেও সম্ভব নারে পাগলা,2
"লিঙ্গ সমতায় আনতে হলে আগে গর্ত ভরাট করতে হবে পরে গাছ লাগাতে হবে,, আর তা না হলে আগে গাছ কাটতে হবে পড়ে গর্ত করতে হবে 🤐🤐🤐",2
পুরুষরা রাস্তায় ঘুরতেছে চাকরি পাচ্ছে না আর আপনে নারী নিয়ে পড়ে আছেন,2
নারীর উন্নয়ন করতেছে তো। তাইতো জায়গার জায়গার ধর্ষণের শিকার হচ্ছে নারীরা। আর আপনে ধর্ষনের কারিদের ফাঁশি দিচ্ছেন না।,2
সৃষ্টির শুরু থেকে নারীরা পুরুষের দ্বারা শোষিত নির্যাতিত। বিশ্বের সব দেশে কম বেশী এ ধারা বিদ্যমান। তবে বাংলাদেশে আজকাল যা শুরু হয়েছে তা সত্যি অসহনীয় 😢,2
"ভীষণ রকম উগ্রতা মগজে ধারণ করেই এই দুই নারীবাদি এখানে এসে কথা বলছে রোকেয়া কবির (নির্বাহী পরিচালক, বাংলাদেশ নারী প্রগতি সংঘ) এবং আরিফা রহমান রুমা ",1
এগুলা রাস্তার মেয়ে বেশ্যা,2
খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা চুপ থাক,2
খানকি মাগি সমাজ টাকে নষ্ট করে ফেলতেছিস ।,2
তোরা তো চুদতে পারস না। তাই আমরা তোর মা বোনদের চুদে করি। খানকির পোলা।,2
ভাইয়া আপনাকে ধোঁকা দিয়ে এই মেয়েটা অন্য একটা ছেলেকে বিয়ে করেছে দেখছেন কোনদিন সুখী হতে পারে নাই লোভে পাপ পাপে মৃত্যু এসব মেয়েদের এমন করা উচিত,2
এই ধরনের মেয়েদেকে কোনোদিনও ক্ষমা করতে হবে না,1
পুরুষ তার নিজের যৌন-উত্তেজনা সামাল দেবার শিক্ষা অর্জন করে না I আর তার জন্য মেয়েদেরকে বোরখা-হিজাব দিয়ে মুড়ে রাখে I মেয়েদের চুল দেখলে যদি পুরুষের উত্তেজনা হয় তবে পুরুষের চুল দেখলে কেন মেয়েদের উত্তেজনা হবে না ? সুতরাং পুরুষদেরও মাথায় হিজাব করা উচিত I,2
সব দোষ দিপুর! কিন্তু বিবাহিত লুচ্চা নারীগুলা একেবারে তুলসীপাতা,2
মেয়েরা অনেক লোভী তাই এদের কপালে এমনটা লেখা ছিল,1
মহিলারা বেশি লোভি তাই বুজতে পারে নাই,2
নারী তুই কলঙ্কিনী নারী তুই জাহান্নমী,2
