Text,Labels
ধুর পাগলা চোদা । শুওরের সূপ খা আর বালের নামাজ পড় ।,1
"আমাদের সেনা বাহিনী তোদের গাঁড়ে বেয়নেট ঢোকাবে আর মুখ দিয়ে বের করবে , তখন আল্লাহ বলেও ডাকতে পারবি না",2
আহারে হজরত মোহাম্মদের মতো চুদির বাচ্চা কে অনুসরণ করা নির্বোধ ভাইগুলো রে!,1
ইসলাম হলো পৃথিবীর জন্য অভিশাপ। ইসলাম না আসলে পৃথিবী অনেক শান্তিপূর্ণ জায়গা হতো,1
হিন্দু ধর্ম না থাকলে পিথীবি শান্তি তে থাকতো,1
দুর্গার বুনি দেখতে ভালোই লাগে।,1
ইসলামের উত্পত্তি রক্তপাত হতে,1
"ওরে মূর্খ হিন্দু বলে কোন ধর্ম নেই,এটা বিকৃত ধর্ম যা তোদের মতো মানুষ করেছে।",1
"হিন্দু জাত খুবই অবুঝ, কোন সময় নিজের ও নিজের পরিবার অন্যের সুরক্ষার কথা কখন চিন্তা করে না",1
হিন্দুরা কত সিকুলার। ঠিক হচ্ছে ইসলাম।,0
বাংলাদেশে সব জায়গায় একখনো মুষলিমরা অত্যাচার চালাচ্ছে।,1
এই হত্যা করার কথা ইসলামের পবিত্র বই কোরআন শরীফে লেখা আছে।,1
শয়তানের বই কোরআন শরীফ যতদিন থাকবে ততদিন হত্যা ও ধর্ষণ চলতে থাকবে।,1
ইসলামের নবী মুহাম্মদ নিজে ছিল একজন শিশু ধর্ষক ও ধর্ষক।,1
মুসলিমরা এই চরিত্রহীন নবী মুহাম্মদকে অনুকরণ করে ও কোরআন শরীফ অনুসরণ করে। কোরআন শরীফ তাই বন্ধ করা অতি আবশ্যক।,1
"প্রথমে ভাবতাম যে কোনো ধৰ্ম হিংসা শেখায় না, কিন্তু কুরআন পড়ে আমার সব ধারণা পাল্টে গেলো....",1
"ইসলাম পুরো মানব সমাজের জন্য খতরা, ১৪০০ বছরে নিরিহ মানুষের অনেক ক্ষতি করেছে জঙ্গিরা, এবার এই জেহাদি ইসলামের ধ্বংস চাই ,, ধিঃ",1
প্রথমত ভারতের হিন্দুরা মুসলিম মারে গরু হত্যার জন্যে। আবার তারা পৃথিবী ৩য় বৃহত্তম রাষ্ট্র যারা গরুর মাংস রপ্তানি করে। মানে টাকার জন্যে মা-কেও ছাড়ে না।শুধু অন্যরা কিছু বললেই দোষ,1
ঠিক কথা ....... তাই জন্যই তো মুহাম্মদ ওইরকম যন্ত্রণা পেয়ে বিষক্রিয়ায় মরছে আল্লা নাকি বলছে বিয়া বন্ধ ...... তারপরও একেরপর এক বিয়া করছে,1
মুহাম্মদ মারা যাবার পর দলে দলে মানুষ ধর্ম ছেড়ে দিয়েছিল কিন্তু আবুবকর খুন করে রক্তের নদী বইয়ে দিয়েছিল ধর্ম ছাড়া যাবেনা বলে মুসলিমদের আবার আদর্শ কি ?,2
গায়ে বোমা বেঁধে আল্লা হুঁ আকবর বলে নিরীহ মানুষ হত্যা করা মুহাম্মদ ছিল একটা পুরুষ বেশ্যা একেক রাতে একেকজন বিবির কাছে আবার একসঙ্গে সবগুলার সাথে যৌনক্রিয়া করত আবার তাতেও হইত না দাসী বেটি চাচাতো বোন লাগতো,2
আপনে বলেছেন ইসলামের কিছু হবে না ...….. হবে নাইতো ...... পৃথিবীতে লুচ্চা ফেরেকবাজদের সংখ্যাই বেশি আগাছার বৃদ্ধি বেশি সবাই জানে,0
কুরআনে কি লেখা আছে ভাই ? সূর্য আল্লার আরশের নীচে লুকায় ? হ্যাঁ 😀 হ্যাঁ 😄 হ্যাঁ 🤣 সব হাস্যকর কথা কোরান নাজিল হয়েছিল মক্কা ও তার আশপাশের এলাকার লোকজনের জন্য আরবিতে বাংলার শস্য শ্যামল দেশে এইসব কেন ?,0
আল্লার মনোনিত ধর্ম...... মানেটা কি ? সেই আল্লা যে কিনা মুহাম্মদের মাগীর দালাল ছিল ? মরার পর কি বুঝবে ? আপনে মইরা বুঝছেন নাকি নাকি মরার পর কবর থেকে উইঠা কেউ বইলা গেছে ?,1
বলেন তো মুহাম্মদের পেশা কি ছিল ? এত্তগুলা মাগীরে আইনা ঘরে জুটাইছিল খাওয়াইছে কি ? পেশা কি ছিল ? খাদিজার ব্যবসা লাটে তুলে ডাকাতি লুটপাট গনিমতের মালের একের পাঁচ ভাগ কমিশন দাস ব্যবসা মানে নিরীহ মানুষ ধইরা বাজারে বেইচা খাইতো ...... ওয়াক থুঃ ....... আপনেরা তার উম্মত আইছেন একজন গনহত্যা কারির হয়ে ওকালতি করতে ...... আন্তরিক ধিক্কার জানাই,1
"কোরআন আল্লার বাণী হয় কি করে? মোহাম্মদ নিজে ছিল মূর্খ অশিক্ষিত বর্বর একটা লোক সে যেটা বলে গেছে কোরানে সেটা আল্লার বাণী হয়ে গেল ! বাঃ কি সুন্দর ! মোহাম্মদের স্বভাব ছিল শুয়োরের মত , সব সময় পচা নর্দমার দিকে নজর ছিল",1
কোরানের ভুল লিখে গুগুলে সার্চ করেন কোরানের আয়াত ছাগলের খাদ্য হ্যাঁ হ্যাঁ হ্যাঁ 🤦😁,0
কোরআন আল্লার বাণী হতে পারে না । এবং এরপর অনেকবার কোরআন পোড়ানো হয়েছিল এবং নতুন করে লেখা হয়েছিল। তাই নবীজির সময় কার কোরআন আর এখন কার কোরানের মধ্যে কোনো মিল থাকা সম্ভব নয়।,0
কোরান লেখা হয়েছিলো সেক্সের গল্প হিসাবে কিন্তু মানুষ এগুলো ধর্মের বই বলে চালিয়ে দিচ্ছে😁,1
হিন্দুদের দেবদেবী সবাই কাল্পনিক চরিত্র এঁরা কেউই এই পৃথিবীতে জন্মায়নি যার যেরকম রুচি মানসিক গঠন সে সেই রকম ভাবে ....... তাতে কিছু ই যায় আসে না কিছুই প্রমাণ হয় না ..... অনেকটা শাকচুন্নি্র চরিত্র খারাপ এর মতো,0
মুসলমানরা যখন থেকে ভারতে এসেছে তখন থেকে ভারত অশান্তিতে আছে।মুসলমানরা যেখানে যায় সেই এলাকাকে নিজের বাপের মনে করে হামলা করে।,1
আপনাদের আল্লা নিস্কর্মা বদ্ মুহাম্মদের বিয়ে নিয়ে কত্তো উৎসাহ ...... আরও বিয়ে করো ..... তুমি দাসী sex কেন করবা না .. আমি তোমার জন্য বাঁদি হালাল করেছি সেই আল্লারে নিয়ে আপনারা গর্বিত অত্যন্ত যন্ত্রণা পেয়ে বিষক্রিয়ায় মরার সময় আল্লা উধাও,1
চটি বই/ লিখিত পর্ণ = কোরাণ/হাদিস,1
জান্নাতের সঙ্গে তো পতিতালয়ের কোনো তফাৎ নেই।,1
"পতিতালয় মন্দিরের সাথে মিল আছে,,,,হিন্দু দেবীরা উলঙ্গ থাকে",1
এই মুসলিমদের সঠিকপথে আনতে আবার ভগবানকে অবতার নিতে হবে।,0
"হিন্দু রা পুনর্জন্ম বিশ্বাস করে আবার স্বর্গ নরকের কথাও বলে,,,, গাঁজা কি বেশী খাওয়া হয়,,,",0
এর জন্যই মুসলিমরা নিজের মেয়েকে ধর্ষন করে জান্নাতে যাওর জন্য নিকৃষ্ট ধর্ম ইসলাম,1
মোহাম্মদ ছেলের বউ জয়নফ কে ধর্ষন করে তার বিয়ে করে ৬ বৎসরের শিশু আয়শাকে ৫৩ বৎসরের বুড়া মোহাম্মদ বিয়ে করে শেই ধর্ম কতটা ভাল হবে,1
নবী মহম্মদ শুধু নিজ পুত্রবধূ (জয়নবকে) ধর্ষণ করে ক্ষান্ত থাকে নি। নিজ Best Friend আবু বকরের কনিষ্ঠা পাঁচ বছরের শিশু কন্যা আইশা একদিন বাড়ীতে আপন মনে পুতুল লইয়া খেলিতেছিল।,1
খাবারের লোভ দেখাইয়া অন্যত্র লইয়া গিয়া মহম্মদ শিশু আইশাকে ধর্ষণ করেছিল।,1
"নিজ মাসী খালুয়ার সাথে বিবাহ বহির্ভূত শারিরীক সম্পর্ক স্থাপন, এবং এই মাসীর অকাল মৃত্যুর পরে গোর-স্থানে নামিয়া জেনাজা উলংগ করিয়া মহম্মদ সেই মৃতদেহ বলাৎকার করেছিল। উট-মূত্র পান করেছিল। শিশু মাদী-উট ধর্ষণ করেছিল।",1
মুসলিম আর মানুষ দুটি সম্পুর্ণ আলাদা। এরা পৃথিবীর এক অভিশাপ।REPLY,1
"ধর্মটা মারামারি, খুনোখুনি, বর্বরতা, ধোঁকা, ধর্ষণ, চোদাচূদি এই সবেতেই প্রাধান্য দেয় । এই ধর্মে আল্লাহ বা ভগবানের উপাসনা, সাধনা করার কথা বলে না । মনে হয় কোরআন অতি নিম্ন শ্রেণীর বিধি উপদেশ দেয় ।",1
তোদের ধর্ম আতঙ্কবাদের ধর্ম। জোর করে মানুষদের জয় স্রী চোদাচুদি বলিয়ে হত্যা করস,1
"চোদাচুদি শব্দটা সর্বপ্রথম হিন্দু ধর্মগ্রন্থ থেকে এসেছে,তারপর ভারতে",1
যে ধর্মে মেয়েদের যৌনাঙ্গের পুঁজা করা হয় সেটা হচ্ছে হিন্দু ধর্ম গো মাতার নামে মানুষকে হত্যা করা হচ্ছে হিন্দু ধর্মে,2
ভারতের অসংখ্য মন্দির আছে যার উপর সেক্সচুয়াল অশ্লীলতার চিত্রাঙ্কন আছে,1
বর্তমানে ভারতের উগ্র হিন্দুদের চেয়ে ভয়ংকর সন্ত্রাসী আর কোথাও নেই।,1
"হিন্দুরা চিরদিনই সন্ত্রাসী ছিল, অাজও অাছে। অবাক হবার কিছু নেই।",1
"ইসলাম কোন ধর্ম নয়, রাজনৈতিক-মতবাদ মাত্র। সমস্ত রকমের নোংরা পদ্ধতি অবলম্বন করে, পৃথিবী-দখল করাই একমাত্র লক্ষ্য ।",0
ইসলাম ও কোরান মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি।,0
ব্রহ্মার সেক্সি মেয়ে স্বরস্বতীর ঋতুস্রাব হয়েছে 😂তাই ব্রহ্মা আর থাকতে না পেরে পায়ুপথে গুদ মেরে 😂সয়ম্ভূমারু আর শতরুপা নামে দুই বাচ্চা একসাথে বের করে দিয়েছে,1
ভাই সত্য খুজতে গিয়ে পেলাম ইসলাম ও কোরান মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি।,0
আপনি যদি ভালো করে কোরান বুঝে পড়েন তাহলে আপনি কোরান এর অনেক ভুল পেতেন। এবং বুঝতে পারতেন কোরান ও ইসলাম মুহাম্মদ ও খলিফা দ্বারা সৃষ্টি।,0
ছি ছি এতো নির্লজ্জ ছিলো তোদের লুচ্ছা নবী মোহাম্মদ | নিজের ছেলের বউকে বাড়িতে একলা পেয়ে তার সঙ্গে চুদাচুদি |,1
"ইসলাম কেমন ধর্ম, যার প্রবর্তক ছিলো একজন বিয়ে পাগলা বুড়ো ?",0
"ইসলাম কেমন ধর্ম, যার প্রবর্তকের এতগুলো স্ত্রী থাকা সত্ত্বেও তাকে আরো ৩ জন যৌনদাসী বা রক্ষিতা রাখতে হতো ?",0
"ইসলাম কেমন সভ্য ধর্ম, যার প্রবর্তক ৯ বছর বয়সী এক ঋতুচক্রবিহীন শিশুকে (আয়েশা) বিয়ের নামে ধর্ষণ করে ?",1
"ইসলাম কেমন ধর্ম, যার প্রবর্তক শুধু যৌনকামনার জন্য নিজের পুত্রবধূকে বিয়ে করে ?",0
"ইসলাম কেমন ধর্ম, যার প্রবর্তক একজন খুনী-সন্ত্রাসী ?",1
"ইসলাম কেমন নীতির ধর্ম, যার প্রবর্তক ছিলো একজন ডাকাত সর্দার ?",0
"ইসলাম কেমন মানবতার ধর্ম, যাতে যুদ্ধের পর পরাজিতদের সম্পদ লুঠ করতে এবং তাদের মেয়েদের বন্দী করে তাদের ধর্ষণ করতে উৎসাহিত করা হয় ?",1
"ইসলাম কেমন ধর্ম, যার আল্লা নিজেও লুঠপাটের মালের ভাগ খায় ?",0
"ইসলাম কেমন ধর্ম, যাতে পুরুষদেরকে ৪টি বিয়ের অনুমতি দিয়ে মেয়েদেরকে সতীনের সংসারের যন্ত্রণার মধ্যে ফেলে ?",0
মোহাম্মদ যতগুলো বিবাহ করেছে তা সেক্স এর জন্যই করেছে | এই হাদিস থেকে এটাই বোঝা যাই |,1
ইসলাম চালু করে সবচেয়ে বেশি লাভবান হয়েছে মোহাম্মদ নীজে। মালটা সব রকমের অপকর্ম করে আল্লাহর নির্দেশ বলে চালিয়ে দিছে।,0
ইসলাম ধর্ম মানে একাধিক নারী ভোগ এবং নানা ছুতোয় অবিশ্বাসীদের হত্যা। মুসলিম নারীদের উচিত ধর্ম পরিবর্তন করে স্বাধীন হওয়া।,1
"এক কাজ কর, ইমাম-এর দাড়ির উকুন বেটে শুয়োরের মাংসের সঙ্গে মিশিয়ে খেয়ে ঘুমিয়ে পড় ।উত্তেজনা কমে যাবে।সকালে আসমান-এর দিকে তাকিয়ে দেখবি, কৃষ্ণ আয়েশার গুহায় ঢালছে আর নবী মহম্মদ হরে কৃষ্ণ হরে রাম বলে নাচছে ।",1
"যখন মুহম্মদ খাদিযাকে বিয়া করে তখন খাদিজার অনেক টাকা,সম্পত্তির লোভে মুহম্মদ খাদিজার বিয়া করে,তখন মুহম্মদ খুব গরীব,মন্দিরের দেখাশুনা করত",0
এগুলো থেকে বুঝা যায় মুহম্মদ একজন লুচ্চা মেয়ে মানুষ লোভী ছিলেনShow lessREPLY,0
সবচাইতে বড় বেঈমানের উপর বিশ্বাস রাখাটাই ইসলামের 'ঈমান'। সবার চাইতে বড় মিথ্যাবাদীর উপর বিশ্বাস রাখাটাই ইমান।,0
"আসলে আল্লাহ চরিত্র টি মহম্মদের সৃষ্টি করা, এবং নিজের স্বার্থে আল্লাহ কে ব্যবহার করে ছে মাত্র।।",0
নবী মুহাম্মদ আললার নাম দিয়ে নিজ নীচ লোভ ভোগ করেছে। মহিলাদের গনিমতের মাল যত পেরেছে মহিলাদের ভোগ করেছে। এটি কি একটা ধর্ম। জন নাতে নবী মহম্মদ দেখলেন সব মহিলা। মুসলিম মহিলাদের কত নীচে নামিয়েছে,0
মহম্মদ ইসলাম ধর্ম গ্রহণ করার জন্য একাধিক নারী ভোগকে টোপ হিসেবে ব্যবহার করেছেন।,0
ইসলাম কুনই ধমই না এইটা হইয়েছে বুনুয়াট ধম,0
মাদারচোদ তুই একটা জংগ্গী তোদের ধর্মে তোদের জংগ্গী শিক্ষা দে।,1
যৌনাচারের সর্গভুমির নামই মহাউন্মাদের ইসলাম । সমাজের নিষিদ্ধ কাজকে লাইসেন্স প্রদান করে গেছে ইসলামের নামে ।,1
হিন্দু ধর্মে মেয়ে নিজের বাবার কাছে নিরাপদ নয়,1
"হিন্দু ধর্মে brahma নিজের মেয়ে ধর্ষণ করেছেন, কৃষ্ণ তার মামিকে ও তুলসী নামে এক মেয়েকে, রামের বউ সীতা কে লক্ষণ ধর্ষণ করে, শিবের লিংগ কেটে দিয়ে বিষ্ণু পার্বতীকে ধর্ষণ করে ।",1
হিন্দুরা সব গরুর সন্তান,0
খানকির পুলা রা ধরমের নামে ব্যবশা করে ওরা মুসলিম হতে পারে না ওরা জংগী,1
"ধর্ম ব্যবসা ছাড়া আর কিছুই না এগুলা। দুয়া মোনাজাত করার কথা বইলা পুরা ঢাকা অচল কইরা দিছিলো। লাখ লাখ মানুষ এদের কারনে ভোগান্তি তে পড়ছিলো। শুধুমাত্র এদের কারনে লাখ লাখ মানুষের মত আমার আব্বারও অফিস থেকে বাসায় আসতে অনেক সমস্যা হইছিলো, অনেক ভয়ের মধ্যে ছিলাম আমরা যে উনি সহি সালামতে বাসায় আসতে পারবে কিনা? দেশের শতকরা ৯০ ভাগ মুসলমান , এখনও জুম্মার নামাজ আদায় করতে গেলে মসজিদে জায়গা পাওয়া যায় না, ঢাকা শহরকে বলা হয় মসজিদের শহর। আর এদের কথা শুনলে মনে হয় ইসলাম গেলো।",1
"নাউজুবিল্লাহ নাউজুবিল্লাহ নাউজুবিল্লাহ, মুসলিম জাতি এই কাছিম, কে, কিভাবে, পূজা করে,",0
এটা সবাই জানে কে লেংটা খাজুরাহ মন্দিরে গিয়ে পরিবারসহ পর্নো দেখনে ওয়ালা জাতি তোরা আর নুনু পুজারি তোরা,1
দুর মাদারি লেংটা জাতি,1
আরে বকাচুদা লিংক মানেই নুনু। সেক্স করে মানুষ একা কেউ জাতে দেখতে না পারে শামি স্ত্রির মিলন তদের ধর্মে দেখি খাজুরা মন্দিরে পুরাই পর্নো মুভি দেখে পরিবারসহ এটা কেমন ধর্ম হয়ল ছিঃ বাপ মে মিলে পর্নো দেখা কতটুকু যুক্তি,1
দুর বকাচুদা তোরা লিংগ আর মাং এর পুজা করিস এর থেকে নোংরা কোন ধর্ম আছে নাকি?,1
চারাল তোদের মত এত নোংরা মানসিকতার মুসলিম রা না তরা নিজের মা কে রেপ করিস গনেস এর টা দেখে সিখছিস,1
তোদের চরিত্র দেখে বোঝা যায় তোদের ধর্ম কত বড় বাল ধর্ম,0
"আমি প্রবাসী মারকেটে গেলে দেখি গরুর মাংস মেড ইন ইন্ডিয়া,,, আবার গলাবাজি কর গো মাতা ভক্ষণ পাপ।",0
আপু আপনিতো বেশ এক্টিভ ইসলামকে গালি দেওয়ার ব্যাপারে। বেশি সম্মান দেওয়া হইত তাই নিতে ইচ্ছা করে।পরে আপনাদের মতো নারীরাই বিরুপ নারীবাদ আর ধর্মীয় বিদ্বেষ ছড়াই,0
আর আপনিও করুন আপনার যোনি পূজা অন্যদের দিয়ে করান পরে বলবেন আমাকে অমুক মুসলিম গায়ে ছুয়ে দিয়ে ধর্ষণ করছে,1
সম্মান সম্মান করে নগ্নতা দেখায়ে যোনি উলঙ্গ করে কি যে সম্মান দেখান।দেবী করে নগ্নতা দেখায়ে ফিলিংস নেন।সম্মান মজা একসাথে না???আর আপনারা হাজারটা বিয়ে করেন নারী সম্মতি ছাড়া সমস্যা নাই আর নারী সম্মতি নিয়ে তিনটা বিয়ে করলেই দোষ। আপনাদের মতো নারীদের জোর করে বিয়ে করলেই জায়েজ হওয়া আমাদের ধর্মে নাই। আর হিন্দু হয়ে জানেন আপনি। নিজের ধর্ম নিয়েই ধারণা নাই আইসে অন্য ধর্মের খুত ধরতে,1
"ইসলাম হলো মাদারচোদদের ধর্ম, খানকির ছেলে মোহাম্মদ অতগুলো ফুটো থাকতেও আবার ৫ বছরের আয়েশা কে বিয়ে করেছিল, তারপর ৯ বছরের মাথায় ৫ নম্বর জুতোর সাইজে ১০ নম্বর পা গলিয়ে দিলো তারফল ছিল ছেঁড়া ফাটাযোনি, তোদের ধর্মটাই তো নুনুর ধর্ম রে শুওরেরবাচ্চা, নিজের চরকায় তেল দেরে কাটা কাঙলূর জাত",1
আপনার যেই বেদ আপনাকে মানুষের সাথে তুই তুই করে কথা বলতে শেখায় এবং এইসব অশ্লীল ভাষা (সালা) শেখায় সেই বেদে আমি ১০০০ বার লাথি মারি,1
বেদ লাথি মারলে কোরানেও লাথি পড়বে,1
"এই ধরনের যোনি খোলা এই সেই দেখালে ধর্মের অবমাননা ছাডা কিছুই নয়,",0
পিশাস কতো পোকার৷ মালাওনরা না থাকলে বুঝতামই না।।।,0
তুই আর তোর মত অজ্ঞানী মানুষ হচ্ছে বাইনচোদ্।তোদের ধর্ম কি শিখায় কাতলেয়াম্ করা।কেবল আল্লায় বিশ্বাস করতে হবে না হলে কাফের বলা।জোর করে ধর্মান্তকরণ্ করা।নারীকে শুধু ভোগের বস্তুু ভাবা।তোরা হলে জাহান্নমের কীট।তোরা কি বুঝবি এইসব???,1
"বেইমানী তোদের রক্ত মাংসে ভরা।তোরা হচ্ছিস মিরজাফর।এই দুনিয়াতে সবথেকে বেশী আতঙ্ক তোরাই সৃষ্টি করেছিষ।লাদেন,দাউদ,বাগদাদী এরা তোদের কোরানের দ্বারা সৃষ্টি করা অপদার্থ জীব।এরাই হচ্ছে ইসলামের আসল মস্তিষ্ক,আসল চেহারা। এই দুনিয়াকে দারুল ইসলাম্ বানানো তোদের সবার অস্তি মজ্জায়",1
"তোদের সামনে বাংলাদেশ,পাকিস্তান।ভারতে দি গ্রেট কেলকাটা কিলিং নামে পরিচিত দাঙ্গা,গোধরা ট্রেনে জীবন্ত মানুষদের জালিয়ে দেওয়ার মত ন্যাক্কার জনক গঠনা। ছিঃছিঃছিঃ এরকম হাজারো গঠনা।শালা তোদের আল্লাও তোদের মাফ করবেনা আর যদিও করে তাহলে তোদের ওই আল্লাটাও একটা শয়তান্ ছাড়া আর কিছু নয়",1
তোদের ধর্ম ল্যাওড়া ধর্মপালের ধর্ম গুষ্টির গ** ধর্ম,0
যতই ভাবি তোদের সাথে ভাল ব্যাবহার করব কিন্তু করতে পারিনা কারণ তোরা মানুষের বাচ্চা না। তোরা শুয়ারের বাচ্চা 🐖🐷। তদের বেদ তোদের মানুষের সাথে তুই তুই করে কথা বলতে ও গালিগালাজ করতে শিখায়  oh sorry তোদের শুয়ারের বাচ্চা বললেত তোদের গায়ে লাগবে না কারণ শুয়ার তোদের ভগবান বিষ্ণুর ৩য় অবতার,0
আচ্ছা ভাইয়া পূজা অর্থ কি? যোনী কি পূজার যোগ্য?যত সব ভণ্ডামি,0
অহে হিন্দু ধর্মের মানুষ রা সত্যি ধর্মে আসো।। ইসলাম সত্যি ধর্ম।।লিংগর পুজা করে৷ এর চাইতে আর খারাপ কি হইতে পারে।,1
"গূদের পুজো করিস কেনো এটা কি ধরম , যত সব ভণ্ডামি",1
নাউজুবিল্লাহ ।আস্তাগফিরুল্লাহ। কত বড় খাচ্চর একটা জাতি হিন্দুরা। ওরা মানুষের যোনির পূজা করে। ওদের ভিতর সত্য ইসলামের হেদায়েত ঢুকিয়ে দাও আল্লাহ।,1
নাউজুবিল্লাহ সব তার ছেড়া ঘৃণা করি হিন্দু জাতি ধর্ম তোদের,0
"এই মন্দিরে হাজারো মেয়েদের যোনি পুজার নামে তাদের ধর্ষণ করা হয় , ভন্ডামীর একটা সীমা থাকা দরকার!",1
হিন্দুদের মন্দির দেখা আর ব্লু ফিল্ম দেখা একই ব্যাপার,1
"যারা এসব করেছে তাদের তীব্র নিন্দা জানাই,কিন্তু ইসলাম এগুলো করতে বলেনি মধ্যপ্রাচ্যে বর্তমানে বেশির ভাগই নামধারী মুসলিম কাজে নয় তারা সব ইহুদীদের দালাল",0
আমি জানি তোমাদের কেউ যনি পুজো সম্পর্কে ভালো কিছু জানা নেই তাই এরকম ভাষা ব্যবহার করেছ যা থেকে মানুষের শূষটী আর সেই যনি পুজো করে বলে গালি দিছো তোমরাও আগে হিন্দু ছিলে,0
বাপ মেয়ে মা ছেলে এক সাথে এই গুলোর পুজো করে হায়্য রে কি ধর্ম ওদের।  শয়তানের কার খানা,0
"আল্লাহ এদের কে হেদায়েত দিক,কোনো নারীর জনির মুর্তি বানিয়ে পূজা!!!!! এটা কতটাই না নিকৃষ্ট!!",1
ছি ছি এই ছিলো মোহাম্মদ এর চরিত্র,0
ছি ছি আবার নিজের মেয়ের বয়সি আয়েশা কে জোর করে ধর্ষণ এই যদি তোদের নবীর গুন হয় তাহলে বিশ্বাস কর জেলে গেলে অনেক তোদের নবী পাওয়া যাবে,1
ইসলাম হচ্ছে একটা যৌন কামী ধর্ম। এদেরকে থামাতে হলে মাদ্রাসা শিক্ষাব্যবস্থা বদ্ধ করতে হবে। মাদ্রাসায় এদেরকে জিহাদ করায় সকল অমুসলিমদের হত্যা করতে হবে।,2
"ইসলামের দৃষ্টিতে মেয়েরা শয়তান, কুকুর ও ঘোড়ার সমতুল্য!",1
"তোরা হিন্দু,বৌদ্ধ,খ্রিস্টান,ইহুদি,নাসারা,শিক, নাস্তিকরা সারা দুনিয়াতে ক্যান্সার ও টিউমার স্বরুপ। তোরাই ১নং গাঁজাখোর🖕",1
.হিন্দু ধর্মের রীতি নীতি একদম বাজে। যেমন: ব্রাহ্মণ কতৃক ধর্ষণকে পূর্ণের চোখে দেখা হয়।,1
"হিন্দু রা মূর্তিপূজা করে প্রতিবছর হাজার হাজার কোটি টাকা পানিতে ফেলে দিচ্ছে,,, এসব কেনো করে,,, তারা গরীব হিন্দু দের সাহায্য করতে পারে এই টাকা দিয়ে,,,,,,",0
ধুর সালা মুর্খ। তোরা হজ্জে গিয়ে কি করছ? পুরাটাই জলে।,0
সারা বছর চুরি চামারী করে দুনিয়ার সকল সুখ উপভোগ করে মৃতু্ পর ৭২টা হুরের লোভে হজ্জ করা। এর চাইতে ভন্ডামি আর কি হতে পারে?,0
হিন্দু রা সন্ত্রাসী তাই বলা যাবে না।,1
মুসলমান মানে হিন্দুদের ধ্বংস করা,1
হিন্দুদের বেদ ও অন্যান্য ধর্মগ্রন্থে ভুল,0
মাসিকের সময় আয়শার গায়ে লিঙ্গ ঘষতেন মুহাম্মদ,1
হিন্দু ধর্ম যদি ইশ্বরের ধর্ম হতো তাহলে এই ধর্মে এতো কোকর্ম থাকতোনা যেমন কৃষ্ণ মামির সাথে বম্মা মেয়ের সাথে দিপুদি তার ছেলের সাথে ছি ছি,1
"যতদোশ খুন খারাবি,দাঙ্গা সব কিছু হিন্দুরা করছে!!",1
তোরা তো ব্যাশ্যা বাড়ির মাটি দিয়ে পূজা করিস। এটা কি বলবি,1
"সনাতন ধর্মের বেদে হিন্দু বা অন্যান্য গ্রন্থ গুলিতে হিন্দু কথাটি নেই, সুতরাং হিন্দু মানেই ভুয়া, কারণ কোনো ধর্মীয় গ্রন্থে উল্লেখ নেই",0
তোদের আল্লাহ কে তো রোজ চুদি আমি।gay চোদা আল্লাহ😂😂,1
আমরা মুসলিম মুক্ত ভারত চায়,0
"ভারত পুরোপুরি হিন্দু বিরোধী রাষ্ট্র, এক দিন ভারত থেকে হিন্দু নিশ্চিন্ন হয়ে যাবে।",1
হিনদু নামটাও আরব মূসলিমদের দেওয়া এটা কোনো ধর্ম নয় এটা রূপকথার কাহিনী দিয়ে সাজানো একটি উপন্যাস এইতো ন কিছুদিন আগেও মৃত সামীর সাথে জীবন্ত নারীকে পুড়িয়ে মারত।,1
হিন্দুরাই বেশি হিংসা ছড়ায়। যতো অশান্তির মূলে এরাই।,1
ভারতের মুসলিমরা সব দেশ দ্রোহী এখন কিছু না করলে পরে চড়াও হয়ে বসবে,1
ইসলামের মতো ঘৃণিত ধর্ম পৃথিবীতে নেই ।,0
হিন্দুর থেকে ভন্ড ধর্ম দুনিয়াতে আর নেই,0
"ইসলাম কনো ধর্ম নয়, এটা একটা সংগঠন। যে ধর্মে মেয়েদের কে শস্যক্ষেতর সাথে আর ভোগ্য বস্তুর সাথে (সূরা ২/২২৩) তুলনা করা হয়েছে।",0
"সলামে বিয়ে হয় না (দেনমোহর/কাবিননামা) এর মাধ্যমে চুক্তি ভিত্তিক ইজ্জত বিক্রি বা দেহ বিক্রি করে এবং ইচ্ছা মত তালাক দিয়ে ছুরে ফেলে দেওয়া হয়, আবার সেই মেয়েকে যদি পেতে চায় তাহলে সেই মেয়ে কে অন্য পুরুষের সাথে সহবাস (sex) করতে হবে একে হালালা বলে।",1
ইসলামে নারী হল সন্মানিত সামাজিক বেশ্যা।,1
ইসলাম কোনো ধর্ম নয় একধরনের মানষিক রোগ...,0
কোরান শব্দ টাকে পৃথিবী থেকেই বাদ দেওয়া উচিত।,0
তুই তো কোরান পড়েছিস?তো হে রে নবীর বাড়াটা কতো বড়ো ছিল?শালা বিরাট মাগি খোর ছিল।,1
পর্নগ্রাফি পুস্তক কোরান শরীফ।,1
কোরানকে বেআইনী ঘোষণা করা উচিত ।,1
"হিন্দু ধর্মে স্ত্রীকে দিয়ে পতিতাবৃত্তি করানো বৈধ, ঋগ্বেদ ১০/৩৪/১-১৪",1
