,Text,label
294,ইসলাম হলো দুনিয়ার সবচেয়ে নিকৃষ্ট ধর্ম তাই ইসলাম বর্জন করে নাস্তিকতার পথে আসুন,2.0
295,নবি একটা কুকুর চোদা লোক,2.0
296,ইসলাম একটা খারাপ ধর্ম তাই ইসলাম বর্জন করুন,1.0
297,ইসলাম একটা মিথ্যা ও ভুয়া ধর্ম তাই ইসলামের বিরুদ্ধে কথা ফরজে আইন,2.0
298,আগে মুসলিম ছিলাম তারপর কুরয়ান হাদিস পড়ে নাস্তিক হয়েছি,1.0
299,ইসলাম ধর্ম খুবই মন্দ খারাপ ও বর্বর ধর্ম দুনিয়ার বুক থেকে ইসলামের নাম নিশানা মুছে ফেললেই জগতে শান্তি চলে আসবে,1.0
300,ভাইয়ারা ইসলাম একটা বাজে ও নোংরা ধর্ম দুনিয়ার সবচেয়ে নিকৃষ্ট ধর্ম ইসলাম তাই ইসলামের মিথ্যার বিরুদ্ধে সবাই সোচ্চার হোন,1.0
301,আপনি ও আপনার ইসলাম ধর্ম ভালো হয়ে যান নামাজ রোজা বর্জন করুন  নগ্নতা অশ্লীলতা গ্রহণ করুন,1.0
302,তোদের ধর্মে রগরগে দৃশ্যের সেক্সি ফিগার মুর্তি বানিয়ে জনসম্মুখে দর্শন আর হ্যা তোদের শিব লিংগ পুজা কেন হয় বল,1.0
303,অবশ্যই ইচলাম একটা নোংরা আরব্য সাম্রাজ্যবাদী অহেতুক সামরিক নীতি একপাক্ষিক নীতি ইত্যাদি,1.0
304,মাদ্রাসা শিক্ষা নিষিদ্ধ করাটা খুব জরুরি হয়ে পরেছে,1.0
305,করোনা ভাইরাসে পরাজিত ইসলাম ধর্ম,1.0
306,ইসলাম অবশ্যই পরাজিত,2.0
307,হজ্জ এ ১০০০০ এর বেশি হাজি ছিলতুই মনে হয় সে কথা জানিস নামূর্খ কোথাকারইসলাম কে ভুয়া বলার আগে তোর জানা দরকার যে তুই নিজেই ভুয়াকুত্তি কোথাকার,1.0
308,ভারত থেকে সব মুসলমান দের তারাই দেওয়া হোক,2.0
309,হিন্দুদের কে ধরে হুগাই আগুন দিবে মোসলিমরা ইনশাআল্লাহ্  এক হোও মোসলিম ভাইREPLY,2.0
310,হিন্দু প্রিথিবী থেকে উচ্ছেদ করে দেওয়া হোক,2.0
311,ভারত হলো হিন্দু দেশ মুসলিম দের কোন খমতা থাকা ইচিত না,2.0
312,জঙ্গিদের ধর্ম হিন্দুই হয় তা আবারো প্রমাণিত,1.0
313,যুগে যুগেবহু অসভ্য জাতি ধ্বংস হয়েছে ভারতের উগ্রহিন্দুত্ববাদীরাও ধ্বংস হয়ে যাবে তাদের অপ-কৃতকর্মের ফলে,1.0
314,সারাদিন মসজিদে আ্ল্লা আল্লা করে মাদরাসায় আল্লা বিল্লা করে ছোটছোট নরী পুরুষকে রাতদিন ধর্শন করে চুন্নত করাটা কি ইসলাম ধর্মের অঙ্গ নাকি,1.0
315,ভারত আবার প্রমাণ করলো হিন্দু ধর্ম জঙ্গি ধর্ম,1.0
316,আরে শুয়রের দল তোরা কি বুজবি তোর নবী তো শুয়রের মতো কুুকুরের মতো সেক্স করে যে কিনা নিজের নাতনির বয়সের মেয়ে মাএ ৬ বছরের মেয়ের সাথে সেক্স করে নিজের পুএ বৌদুকে ও ছাড়লো না তাকে মহা মানব মনে করীস তোদের মাথায় শুকুরের গুু আর গরুর গোবরে ভরা,2.0
317,গলা পাঠাইয়া লাভ নাই তুই যদি শুয়েরের চুদায় জম্ম না নিয়ে থাকিস এবং শুয়রের দলে না থাকিস ভালো করে কুরান হাসিদ পড় আমার কথা ভুল প্রমান কর তোর নবী কত বড় জানোয়ারের কাজ করেছিল এবং তোদের জানোয়ার হওয়ার শিক্ষা দিয়ে গেল,2.0
318,কামিনেকুত্তে তোর নবী সালা শুয়র,2.0
319,মূর্তির পুজো বন্ধ করুন পরিবেশ বিশিদধো রাখুন,1.0
320,নামাজ পড়া বন্ধ করে দে,1.0
321,মানুষকে ভগবান মানায় না মানুষ ভগবান বানায় ওরা তাদের পুজো করে যে ভগবান নিজেই রক্ষা করতে পারে না এক লাথি মেরে উল্টে ফেলে দেওয়া হয় আমার কথা না হিন্দু দেরী কথা,1.0
322,অনেক হিন্দু শিক্ষিত হয়েও কেন অক্ষমতাবান মূর্তির পুজা করে এসব মূর্তির কি আছে যে তারা সাহায্য করবে এরা অনেক শিক্ষিত হয়েও এসব প্রশ্ন কি মনে জাগে না,1.0
323,লিঙ্গ পুজ যোনি পুজা সেবা দাসি নিরথক মুরতি পুজ লেংটা কুমভ মেলার লেংটা বাবারা মনদিরের ভিতরের নগন মুরতি আর চরম নগনতা এই শয়তানের পুজাই তো হিন্দু ধরমের মুল ,1.0
324,এগুলো আসোলে হিংদুদের সব নাটক জেনেও জানেনা সুনেও সোনেনা আর দেখেও সত্যোকে মানেনা হিংদুদের সব ভাওতা বাজি ভনডামি,1.0
325,আমাদের ধর্মে সবথেকে বড় পাপ হল মুর্তি পুজাকেন এটা বাংলাদেশে নিষেধ করে নাকমপক্ষে প্রকাশ্যে নিষেধ করা উচিত,2.0
326,পুজার পর ওদের মা হয়ে যায় ঝন্জাল,1.0
327,নগ্ন মূর্তি পূজারি তোদের কোনো রুচি NEI,1.0
328,হিন্দু ধর্ম বানোয়ান এর কোন ভিত্তি নেইজিন্দা মায়ের সেবার চেয়ে বড় পুজা আর কিছুই হইতে পারেনা হিন্দুদের মধ্যে বড় বড় শিক্ষিত বেক্তি আছে ওনাদের দৃস্টি আকর্সন করে বলছি আপনারা এই পুজা অর্চনা পরিহার করুন,2.0
329,কি ধর্ম এটি নিজে বানিয়ে নিজেয় পূজা করে ভাবতে গিণ্ণা লাগে,1.0
330,ইসলাম ধর্ম গ্রহন করে সন্ত্রাসী হতে চাই না,2.0
331,সন্ত্রাস তো ঐ মুসরিক ইন্ডিয়ান রাই যারা গরু খাওয়ার অপবাদ দিয়ে হাজারো মানুষকে বেধর মারধর করে এবং শত শত মানুষকে হত্যা করে হিন্দুদের কোন জাত হয় না এরা জাত ছাড়া কুজাত,2.0
332,মাদ্রাসায় হুজুর পায়ুকাম করে নাস্তিকেরা সমকামী বলে চিল্লায়,2.0
333,একদিকে দিকে দেখাবে কোরানই বিজ্ঞান অন্যদিকে ইহুদি নাসারাদের তৈরি প্রযুক্তি বেহায়ার মত ব্যবহার করবে আর তাদের সাথে যুদ্ধ করার সপ্নে থাকবে,1.0
334,একদিকে চিল্লাবে যে নাস্তিকের কেন ইসলাম নিয়ে এত চুলকানি অন্যদিকে সারাদিন এরা নারীবাদীসেকুলারদের নিয়ে পড়ে থাকবেওদের ভুল খুজতে থাকবে সেকুলারদের পোস্ট রিপোর্ট করে নামিয়ে দিবে,1.0
335,এদের নুনুভুতি এতই প্রখর যে ইমান্দন্ড কেবল নাস্তিকের বেলায় ঠিক খাড়া হয়ে যায় কিন্তু টাকা জমির বিষয়ে এদের আর ঈমান থাকে না,1.0
336,দেশের যত কওমী কারিকুলাম এ চালিত সকল মাদ্রাসাতেই অনিয়ম দুর্নীতি হয়_ চলে শিশুদের বলাতকার_,1.0
337,কেন আল্লাহ কোথায় গেল খুঁজে পাওয়া যাচ্ছে না ,2.0
338,হিন্দুরা বাংলাদেশের শত্রু এরা এদেশের খায় পড়ে আর ইন্ডিয়ার সাপোর্ট করে শালা হারামীর বাচ্চা,2.0
339,আল্লাহ নাকি কুন্ বললে সবকিছু হয়– হও বললেই হয়ে যায় দেখা যাক কখন আল্লাহ কুন্ বলে,2.0
340,জয় সীতা মাগির জয়,2.0
341,মা কালীর বোদাতে বাস ডুকাও একসাথে,2.0
342,বাংলাদেশ থেকে সব মন্দি বাঙা দরকার হিন্দু ধর্ম হচ্ছে সবচাইতে পালতু ধর্ম,2.0
343,গরুর মুত আর নুনু পূজাকারী এর চেয়ে ভালো ভাষা জানেনা,1.0
344,তোর বেজন্মা ভারতে হিন্দু জঙ্গি দল আছে শালা RSS জঙ্গি কুত্তার জাত শুধু যদি তোদের চাপার জোর না থাকতো তাহলে মনে হয় ভিক্ষা করেও খাইতে পার্টি না,1.0
345,মুসলমানদের নিয়ে মজা ওড়ায় তোদের মতই বেজন্মারা জন্মের ঠিক থাকলে তোর কথার প্রমান দে আছে নাকি তোর জন্মের ঠিক মাগির বাচ্চা তোদের দেশের একটা কুত্তারও আমি জন্মের ঠিক পাইনাই তোরা কি জাতিগত বেজন্মা নাকিরে যা দিল্লীর পা চেটে গোলামী করে খা,2.0
346,বাবরি মসজিদ তোদের হিন্দুদের কোন বেজন্মা বাবা Archeologist প্রমান করেছেরে মাগির বাচ্চা প্রমান পত্রটা সবাইকে দেখালিনা কেন আমিও প্রমান করেছি যে তোর মাকে সেই Archeologist চুদেছিল এটা বলেছিস সবাইকে,2.0
347,তোদের মন্দিরে যে তোর মা বোনকে প্রভু দাসি বানিয়ে প্রতিদিন চুদে সেটা যে সবাই জানে এটা কি তুই জানস,2.0
348,তোদের মন্দিরের পুরোহিতরা তো সমকামি,2.0
349,অবশ্য যার মা একটা খানকি তার ছেলে পুরোহিতের চুদা খাবে এতে অবাক হবার কিছু নাই তোরা তো জারজ জাতি,2.0
350,অবশ্য যাদের ধর্মের দেব দেবিরাই এক একটা খানকি আর খানকির দালাল আর যাদের ধরমই হচ্ছে চুদাচুদির ধর্ম তারা আর কত ভালো হবে তুই যে বেজন্মা তার প্রমান আবারো দিচ্ছি মিলিয়ে নে তোর জন্মের ঠিক থাকলে বলতো- কৃষ্ণের মত তুই তোর মামীকে কয়বার চুদছস আর ব্রম্মার মত তোর বাবা তোর বোনকে কয়বার চুদছে,2.0
351,কিরে বেজন্মা কৃষ্ণের কুত্তা আজ তোর মামীকে চুদছস তো নাকি তোর লিঙ্গ নাই তাহলে তোর মামীকে আমার কাছে নিয়ে আসিস তোরা তো আমাদেরই পালতু কুত্তা ছিলি,2.0
352,তোর রাম মন্দিরের ইতিহাস যে ভুয়া আর তোরা ঘেউ ঘেউ করা বেজন্মা নেড়ি কুত্তা,1.0
353,কৃষ্ণ তার মামী যৌবন স্তন দেখে যৌনকাতর হয়েছিল হিন্দু ধর্মে এদের নস্টামীর কাহিনী কম বেশি সকলেরই জানা আছে এই কৃষ্ণ আবার তার বউ এর বান্ধবীর সাথে বিহার কালে ধরা খান,2.0
354,পশু পূজা করতে করতে পশুই হয়ে গেলি তোরা হিনদুরা,2.0
355,তোর দেবীরে চুদে বাচ্চা বানাইয়া দিমু,2.0
356,দেবীর ভোদাও আছে দুধও আছে ভালোই তো বানাও মনসকামনা পূর্ন করার জন্য চোদার কোন প্রতিযোগীতা হলে দাওয়াত দিস ইচ্ছা মতো পোন্দে দিবো দেবীকে,2.0
357,তোদের মূর্তির পুটকি দিয়া তোরাই বাশ বইরা দেছ  আর বলিস সেরা ধরম,2.0
358,অর্থ সহ কোরআন পড়েই আজ আমি নাস্তিক কোরআনে এমন কিছু নেই যা সৃষ্টিকর্তার পরিচয় বহন করে,2.0
359,পৃথিবীতে ধর্ম মানেই অন্ধ বিশ্বাস সবই রুপকথার গল্প,1.0
360,আমরা নিঃসন্দেহে পরিস্কার ভাবে বলতে পারি হিন্দু ধর্ম একটি মিথ্যা ও বানোয়াট ধর্মমত,1.0
361,আপনি এক নম্বরে বোকা পাঠা যদি বলেন ইসলাম  ধর্ম সত্য,1.0
362,হিন্দু ধর্ম এইটা কোন ধর্মইনা এইটা হলো একটা শয়তানি ধর্ম ইতিহাস তার প্রমান,2.0
363,ইসলাম এতোটাই শান্তির ধর্ম যে সারা বিশ্বে আতঙ্ক বাদি কাজ করতে একাই ১০০,2.0
364,হিন্দু রা বাংলাদেশ কে ভারত মনে করে ওদের কঠিন বিচার হওয়া দরকার,2.0
365,পশ্চিমবঙ্গ থেকে মমতাজ বেগম কে হঠাতে হবে না হলে এরকম ঘটনা ঘটতেই থাকবে উনি মুসলিমদেরকে সাজা দেবে না,1.0
366,ছিঃ ছিঃ  এটা তো  মুসলিমরা  করা মোল্লারা  জাত মাদারচোদ হয়,2.0
367,এই  জিহাদি  মোল্লা  জাত আসে  সব  মাদারচোদ  গুলো  কে  গুলি  মারতে  হবে  সবার  সামনে,2.0
368,নাস্তিক নাস্তিক নাস্তিক তুই শালা নাস্তিক এর বাচ্চা,1.0
369,এই  শুয়ারের বাচ্চারা  তোরা  মুসলমান  মুসলমান  করছিস কেন  তোদের  হিন্দুর  জাতরা  এই  সব  করে  না ,1.0
370,শালা মুসলিম মোল্লার জাত  গুলো  এইসব  করে,2.0
371,হুমায়ুন আহমেদ একটা নাস্তিক,1.0
372,শালা  মুসলিম  যেখানে  সেখানে  এইসব কাণ্ড বেশিভাগ  ধর্ষণে  মুসলিম  জড়িত,2.0
373,মাদারচোদ  মুসলিম  মুসলিম  কে  মা  কে  ভরে দিবো ,2.0
374,যত  দিন  দুনিয়াতে  মুসলিম  থাকবে  ততদিন  দুনিয়াতে  অশান্তি  থাকবে,2.0
375,বোকাসোদা কোরান  পরসিস  জীবনে ইসলাম  ভাই  বোনের  বিবাহ  সম্পূর্ণ  হারাম  করে  দিছে বুজলি  মাদারচোদ,1.0
376,মা কালি তোকে শুয়োর  দিয়ে চুদে নেওয়া লাগবে,2.0
377,মোল্লারা  খুব  খারাপ  হয় ওদের খালি পুন্দানোর নীতি,2.0
378,মুসলিম  ছেলেদের  ধোন  কেটে  দেওয়া  উচিত শালার বাইঞ্চোদের দল ,2.0
379,শালা  নিচু জাত তোদের  পূর্ব  পুরুষরা  লোকের  বাথরুম পরিষ্কার  করতো ,1.0
380,ভাইয়া আমি এখন হিন্দুধর্ম গ্রহণ করেছি আগি মুসলীম ছিলামকারন ইসলাম মিথ্যা ও বানোয়াট ধর্মমতজয় শ্রীরাম,1.0
381,হিন্দুদের বেদ এবং অন্যান্য হিন্দু ধর্মগ্রন্থে হাস্যকর ভুল,1.0
382,তদের বুনকে চুদানির লাগি তরা সবাই ইসলাম পালন করিস,2.0
383,এ হিন্দুয়ানি পূজা লিঈ পূজা করবা বেশি করে গরুর মুত খাইবা আর আমরা গরুর মাংস খাব তোমার জন্য মূত রেডি করমু,2.0
384,হতভাগা হিন্দুরা নিজেদের গ্রন্থগুলোকেও  বিশ্বাস করেনা হাতের কাছে যা পায় তাই পূজা করা শুরু করে দেয়,1.0
385,মুমিনরা সবাই গাধা,1.0
386,মুমিনরা এখনো যে এরা এতো বোকা তার কারন হলো এদের ধর্ম জ্ঞান,1.0
387,আপনারা যে মূর্তি পূজা করেন তা আপনাদের ধর্মগ্রন্থের কোন জায়গায় বলা হয়েছেএকটু রেফারেন্স সহকারে স্পষ্টভাবে দেখিয়ে যাবেনতাছাড়া আপনারা যে দূর্গা কালিশিবরামকৃষ্ণসহ আরো অনেক সৃষ্টির উপাসনা করেন তাদের কথাই বা কোন জায়গায় বলা হয়েছেআপনাদের ধর্মগ্রন্থে বলা হয়েছে ঈশ্বর একজন তাঁর কোনো প্রতিমা নেই তাঁর কোনো স্ত্রী কন্যাপুত্রমাবাবা নেইতঁার কখনো জন্ম হয়নি আর তিনি কখনো মারা যবেন নাকিন্তু আপনারা যাদের পূজা করেন তাদের সকলেরই জন্ম ও মৃত্যু হয়েছে  তাহলে আপনার কেন তাদের পূজা করেন রেফারেন্সসহ একটু দেখিয়ে যাবেন,1.0
388,মুসলিমদের একটা স্বভাব হচ্ছে তারা বিজ্ঞানের কোন কিছুই আবিষ্কার করতে পারেনা যখনই বিজ্ঞান কোন কিছু আবিষ্কার করে তখন তারা নির্লজ্জ বেহায়ার মত বলে ভাগ্যিস বিজ্ঞান এসব আবিষ্কার করেছিলো নয়তো নাকি জানাই যেতো না কুরআনে এসব আগেভাগেই বলা আছে চিন্তা করুন এরা কতটা মূর্খ অর্থাৎ তারা বলতে চাচ্ছেন তাদের চিরশত্রু ইহুদি খ্রিস্টান নাস্তিক বিজ্ঞানীরা এসব আবিষ্কার না করলে তারা কুরআনে এসব খুঁজে পেতেন না,1.0
389,ইসলাম বকামুল্লা বরবর পুরোনো বরবর নিয়ম মেনে চলে ও ইসলাম না মানলে কুত্তা বিড়াল এর চেয়ে নিকৃষ্ট বলতে লজ্জা লাগেনা মুসলমানদের ইসলাম মানে হচ্ছে মহা পাগলামি,2.0
390,আপনার ইসলাম মারামারি ধর্ম চোদাচুদির ধর্ম ইসলাম থেকে মানুষ পালাচ্ছে,2.0
391,হিন্দু বাচ্চার হিন্দু তুই তো একটা মালুয়ান,1.0
392,এই মালু কি বুঝবে রে ওরে বাইর কর এখান থেকে,2.0
393,আসলে নাস্তিক আসিফ মহিউদ্দিন হিন্দু এবং খ্রিস্টান ধর্মকে Promote করে সে খ্রিস্টান চার্চ এর ফাদার এবং হিন্দু ব্রাহ্মণদের পা চাটা দালাল তার সাথে ইলুমিনাতি ফ্রী মেসনদের অনুসারী সে বাইবেল হিন্দু ধর্ম গ্রন্থ বেদপুরান এগুলো নিয়ে কিছুই বলে না কারণ এসব ধর্ম গ্রন্থ ইলুমিনাতি ফ্রী মেসনদের মতো গুপ্ত সমাজ বিকৃত করে ফেলেছে,1.0
394,শুধু তগো জমজম না পুরা মুসলমান ধর্মের সব লোক ই বিশ্বের পক্ষে ভয়ঙ্কর ক্ষতিকর নিজেদের শুদ্ধ কর  চরিত্র ভাল কর পরের ধর্মের প্রতি সহানুভূতিশীল হ নিজেদের ধর্মের বাইরে সবাই কাফের আর কাফেরকে হত্যা করতে হবে  এইসব চিন্তা ছাড়,1.0
395,তোদের মুসলমান ধর্ম ই পৃথিবীর সবচাইতে পিছিয়ে (দু হাজার বছর) পরা ধর্ম,1.0
396,মুমিন মানেই বিনোদন,1.0
397,কুরআন নাজিল হুচে শুয়রের পুটকি থেেক,2.0
398,তোদের হিন্দু ধর্ম  সামনে গিয়ে কথা বলিনা নোংরা জাত তোদের গায়ের থেকে দুর্গন্ধ আসে,1.0
399,তোদের সিতা মাকে রাম চোদলো লক্ষণ চোদলো হনুমান চোদলো রাবণ চোদলো এরপর আমার পালা ছিলো আমি মাফ কইরা দিছি আর তোদের দুর্গা কে তো তোরা নিজেরাই চোদিস তার পর ও তাদের চোদা জোদি সেশ হয় তাইলে আমারে ডাকিস ,2.0
400,ছোট্ট থেকেই শিব লিঙ্গ খেতে অভ্যস্ত তো তোরা তাই ইসলাম কে হিংসা করতে আসিস  যা গো মূত্র পান কর গিয়ে,2.0
401,আরব দেশে মোহাম্মদ নামক একটা পোকার চাষ হয় সেই পোকাটা মানুষের ব্রেইন এ ঢুকিয়ে দিলে পোকাটা আস্তে আস্তে সব ঘিলু খেযে পুরোটা গোবর সার বানিয়ে দেয়  এইবার প্রশ্ন হচ্ছে আপনি বাইরে থেকে বুঝবেন কি করে যে মাথার পুরোটা গোবর হয়ে গেছে  নাকি এখনো বাকি আছে ,2.0
402,যখন মাথার  ঘিলু পুরোপুরি শেষ হয়ে যাবে তখন অটোমেটিক মাথায় ফেজ টুপি দেখতে পাবেন আর মুখের দাড়ি বেড়ে ছাগলের মত হয়ে যাবে মাথায় টুপি ও মুখে দাড়ি দেখেই বুঝতে পারবেন এর মাথায় ঘিলু পুরো শেষ  এরাই মুসলমান,2.0
403,আল্লহর বাল ছেঁড়ার ক্ষমতা নেই,2.0
404,নবী খানকীর ছেলে নবী মাদারচোদ,2.0
405,তোর নবীর পুটকিতে কেরোসিন ঢেলে আগুন লাগিয়ে দেব,2.0
406,আল্লাহ  নবী টবি দিয়ে আর কাজ হবে না এবার তুমি নিজে আস,2.0
407,আরে ভাই মোহাম্মদ হলো মাগী বাজ এই মাগী বাজ লুচ্চা মোহাম্মদ এর অনোশারী হয়ে লাভ কি,2.0
408,আমাদের মোহাম্মদ এর বউ তো গোনা বউ  কিন্তু তোদের শিবের কতো লক্ষ বউ রে কুত্তি মাগিওওওও তোরা তো গবর খাস  তোদের মাথায় বুদ্ধি র বদলে যে গবর আছে আমি তো এটা ভুলেই গিয়েছিলাম,2.0
409,তর কোন যোগ্যতা ই নাইমূসলিমদের সাথে কথা বলারতুই এতোটাই কুলাংগার বেজন্মা মালাউনের বেজন্মা বাচ্চা,1.0
410, তুই আর তোর লুচ্চা নবী সারা জিবন ধরে 2 টো কাজই ভালো পারিস 1 মানুষ কতল করা 2 গনিমতের মাল লাগানো,2.0
411,আপনারা বিলাছেন আতঙ্কবাদী  সারা পৃথিবীর আতঙ্কবাদী সাপ্লাই এর নাম ইসলাম,2.0
412,মুসমানরা সব থেকে যেটা বেশি ভালো পারে সেটা হচ্ছে মিথ্যা কথা বলতে,1.0
413,তোরা শিব লিঙ্গ ধুয়ে খা,2.0
414,তুমি ও মূর্খ ইসলাম ধর্ম মানে অমুসলিমদের হত্যা করা ওটা কুরআনে বার বার বলছে তাই তুমি ও এই নিকৃষ্ট ধর্ম ত্যাগ করে দাও,2.0
415,তোরে সামনে পাইলে জুতা পিটা করতাম তোরে খুন করে ফেলতাম তুই আমাদের প্রিয় নবী হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি সাল্লামকে কটুক্তি করছ আমাদের রাসূলকে অপমান,2.0
416,হিন্দু মানেই কুকুরের বাচ্চা আর কছু কইলাম না,1.0
417,শুধু বাচ্চা মেয়েদের বিয়ে করার ফতুয়া আর অমুসলিমদের হত্যা করার নিয়মাবলি বই কোরান,2.0
418,ঐ মূর্খ তোদের শিব তো শত শত নারীর সাথে গো মূত্র পান করে রে,2.0
419,মুসলিম নিজেদের দোষ অন্যের কাঁধে চাপাতে এরা সিদ্ধহস্ত সকল জঙ্গি সংগঠন এদের সৃষ্ট হলেও এরা সকল দোষ আমেরিকা ইসরায়েল এর কাঁধে চাপিয়ে নিজেরা ধোঁয়া তুলসিপাতা হওয়ার চেষ্টা করে,1.0
420,যেকোন দেশে অন্য ইসলাম ছাড়া ধর্মের কেউ এঁদের মঝে থাকলে সন্ত্রাসের ধর্ম গ্রহণে বাধ্য হয় নতুবা দেশ ছাড়া,1.0
421,মুসলিমরা মরুভূমি তে পাথরের হোগাতে  চুমু খেয়ে আসে কিন্তু দেশে ফিরে অন্য ধর্মের মূর্তি মন্দির ভাংগে ও পুজোর বিরোধিতা করে,1.0
422,তার বাঁচার কোন অধিকার নাইসে একটা নিকৃষ্ট আলেম সমাজের কলংক,1.0
423,বালচুদা প্র ফেট মহম্মদপ,2.0
424,আয় আমি তর প্র ফেট মহম্মদ কে শূকর খাওয়াবো তর মার উপরে মাল ফালাবো,2.0
425,তোর দুর্গ কে তো তোর চুদাবান ঠাপাতে পারে না আমি ওরে সুখি করবো চুদে,2.0
426,দুর্গা তোর পাছায় ত্রিসুল ঢুকাবে,2.0
427,আসলে হিন্দুর মৃতি পূজা বিশ্ব বিখ্যাত তাদের সেটা ভালো লাগেনা আর সবচেয়ে পুরোনো ধর্ম তারা এটাও মেনে নিতে পারেনা মাথা মোটার জাতো মুসলিম,1.0
428,পুজাতে গেলে সবাই নোংরামীর সুযোগ পায় মূর্তি ও চলমান দেবী দেখতে পায় যাদের বড় বড় দুধ আছে তাই বিশ্ব বিখ্যাত মূর্খের দল যাকে নিজেরা লালন করিস তারা আবাএ তোদের পালনকর্তা হয় কি করে,1.0
429,বাবরি মসজিদ ভেঙ্গে চুরমার করে দিয়েছি 😆😆😆👹👺 আর এখন আমরা সেই আগের রাম মন্দির নির্মাণ করব  আমরা যেছা করি তা তোদের কি  তদের ধার খাইয়া আছি নি 😡😡😡  নিজের চরকায় তেল দে,2.0
430,অই হালা তরে কেডা কইসে দুর্গা মায়ের ভোদা কালা হের ভোদা লাল আর হেরে আমি চুদসিলাম,2.0
431,হিজরীর 1400 বছর পর ইসলাম মায়ের ভোগে যাবে কুরান পরে নে জানবি,2.0
432,আরে খানকির বেটা ইসলামী জঙ্গি,1.0
433,ইসলামী জংগী তোরা আমেরিকার রাষ্ট্র প্রতি বলেছে খবর নে,1.0
434,ইসলাম কোন ধর্ম নয় এটা মাত্র হিংসাত্মক একটা পন্থা,1.0
435,কৃষ্ণা যদি সৃষ্টিকর্তা হয় তাহলে তিনি কেন ১৬১০৮ টা বিয়ে করলেন বিয়ে করা কি সৃষ্টিকর্তার বৈশিষ্ট্য  দেবদাসীর ও যোগিনীর মত পতিতা চরিত্রের সাথে ভগবান ও ব্রাহ্মনগন কি করে অশ্লীলকর্মে লিপ্ত হন,1.0
436,দূর্গাঃ কৃষ্ণা যদি সৃষ্টিকর্তা হয় তবে সে কেন তার মামীর সাথে অবৈধ সম্পর্ক রাখলো,1.0
437,মূর্তির উপসনা করি তোরা কার উপসনা করিস যার কোনো চিন্ন নেই আমরা তোদের মতো সপ্পনে দেখা নবির ধর্ম মানি না সপ্প্ন যেমন সঠিক হয় না তেমনি তোদের ধর্ম সঠিক না বুজ্লি,1.0
438,দেবী দূর্গা ছাড়া বাইডেনের আর কোনো যৌনদাসি নাই,1.0
439,প্রভু গনেশ হলো ডোনাল্ড ট্রাম্পের ১মাত্র জারজ সন্তান,1.0
440,তুই একবার দেখতো হিন্দু ধর্মে ঠিক কতো জায়গায় নোংরামো ভরা তোরা যে চন্দ্রদেবের পূজা করিস সে তো লুচ্ছা,1.0
441,তোর নবী কি ফেরেস্তা ছিলো রেকত বড় ফোরেস্তা ছিলেন ছয় বছরে আয়েশা সাথে শুরু করে পুএ বউ মারিয়া কীর্তিয়কত মেয়ে য়ে ছুদলো তোর নবীআরো আছে কত কু কাজ করল,2.0
442,তোর নবী ১৪ টা হবে না হয় ১১টা বউ ছিলো এই গুলো দিয়ে কি ঘাস কাটাতো তুই বলছিস নারী লোভ ছিল নাশুন তোর নবী দাসি সাথে সহবত মানে আকাম করতে গিয়ে জয়নব এর হাতে ধরা খাই ছেপরে আল্লাহকে দিয়ে কোরানের আয়াত নাজিল করায়,2.0
443,আরে বেক্কলের বাইচ্চা মুর্খ্য আল্লাহ কতটুকু মুর্খ্য আর বেক্কল আর অবুদ্ধিমান হলে এমন আবুল তাবুল বলেহালা আবনার বাচ্চা,2.0
444,হালা বলদ এ তুই জানস তোদের গান্ধিজি কি বলেছে পৃথিবীর শ্রেষ্ঠ মানব মুহাম্মদ (স),1.0
445,বেজন্মা নেড়ি কুত্তাদের কাজই হচ্ছে প্রমান ছাড়া ঘেউ ঘেউ করা তুই যে আমাদের নবীর নামে এইসব কথা বললি এই কথা গুলোর প্রমান দিতে পারবি তোর জন্মের ঠিক থাকলে প্রমান দিয়ে দেখা আজ পর্যন্ত একজন মালুও আমার কাছে নিজের জন্মের পরিচয় দিতে পারেনাই তোকেও একটা সুযোগ দিলাম,1.0
446,তোর বেজন্মা ভগবান ব্রহ্মা নিজের মেয়েকে (সরস্বতী) কেন নিজেই চুদছে আর বেজন্মা কৃষ্ণ কেন নিজের আপন মামীকে চুদছে সেটার উত্তর দে আগে প্রমান লাগবে তারপর বলবি যে তোর বাবা তোর বোনকে আর তুই তোর মামীকে ধর্ম মতে চুদস নাকি না চুদলে তোদের ধর্মের ঠিক নাই,1.0
447,চরিত্র ছিরা জঙ্গি কৃষ্ণের নস্টামী,1.0
448,কৃষ্ণ তার মামী যৌবন স্তন দেখে যৌনকাতর হয়েছিল হিন্দু ধর্মে এদের নস্টামীর কাহিনী কম বেশি সকলেরই জানা আছে এই কৃষ্ণ আবার তার বউ এর বান্ধবীর সাথে বিহার কালে ধরা খান,1.0
449,ইসলাম পৃথিবীর নিকৃষ্ট ধর্ম নবী ছিল ধর্ষক খুনি ডাকাত লুঠকারী লুচ্চা বর্বর,2.0
450,নবী ছিল পৃথিবীর নিকৃষ্ট জানোয়ার মহা লুচ্চা মাগী চুদার জন্য আয়াত বানাইতো,2.0
451,নবী ছিল ডাকাত লুঠকারী বর্বর,2.0
