Text,label
ওরা গুষ্টি  শুধু  পাগলের জাত পাগল,1.0
থামবেল ঠিক করে বানা মাদারচোদ,1.0
মাদারচোদ রানু খানকিমাগী তোর গোটা গুষ্টি চুদী খানকির বেটি মাদারচোদ ম* ***খ***** চ*** ম*** মাদারচোদ,1.0
রেন্ডি  শালা চুপ  একদম খানকির পোলা,1.0
লেওড়া লান্ড চাইবে খানকির জাত  আমার,1.0
একদম ফালতু  একটা  মহিলা ছিঃ অকৃতজ্ঞ  কোথাকার,1.0
তুই শালা  পাগলের বাচ্চা পাগল  ওই ছাগল,1.0
মাগির গুষ্টিরে চুদি শাওয়া মাগি কোথাকার,2.0
খানকি  একাউন্ট  ব্লক  মারতে  শিখেছিস  তোর  রেন্ডির  মা  সাহস  থাকে  তো  সামনাসামনি  রিপ্লাই  কর  তোর  কৃতি  জানা আছে  ক্রিমিনাল,2.0
ছুতমারানি	পোলা তোদের ভালো করে চিনি মাদারচোদ,1.0
ফালতু  মহিলা  ওকে ফক্কিন্নিরদের  কাছেই  ফেলে  দিয়া  আসা উচিত,1.0
এদের কি বলবো ভাষা পাচ্ছিনা লুচ্চার বাচ্চা কোথাকার,1.0
শালার  পাগলী চুদী মাগি কোথাকার,1.0
শুয়োরের  বাচ্চা  গুলো  ডেমনার জাত,1.0
পানু  মণ্ডল  মাদারচোদ . শালা  ভিখারি  তো  মানসিকতাও  ভিখারি,1.0
খানকি  মাগি  তাড়াতাড়ি  মর মরে যা বাইনচোদ,2.0
"অরে  ভাই  এতো  হিংসা  কেন  , খানকি  মাগীর  ছেলে  .....	",1.0
ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ,1.0
বাল  এর  সৃজিত  মিথিলা এরা বুড়ো বয়সে এসে এইসব করছে জঘন্য,1.0
সালারা ভাই বোনের প্রেম বলে মিথ্যে শিরোনাম দিস লজ্জা করে না তোদের,1.0
একদম  উচিত  হয়নি  ভিডিওটা করা !! ফালতু  মেন্টালিটি !! ওরাও  মানুষ,1.0
তোমার  ভাগ্য  ভালো  তোমার  ফ্যামিলির  কেউ  প্রস্টিটুটে  নেই  ইডিয়ট !! তাহলে  তাদের  ভিডিও  করলে  তাদের  ওরকম  খারাপ  লাগে  ননসেন্স,1.0
"এই গুলার জায়গামতো চুঁচড়া লাগিয়ে দেয়া দরকার! যত্তসব ভন্ড!""",1.0
"আসিফ খানকির পোলা, তোর মারে কুত্তা দিয়ে চুদে তোরে পয়দা করসিল",1.0
শুয়োরের জ্ঞান সীমিত তাই সারাদিন গাঁজাখোরদের মত চিল্লাচিল্লি করতে থাকে।,1.0
"সাপের বাচ্চা বুইড়া খাটাস, যে নিজে ছাগু বচন করে বেড়ায়, অমানুষ বলা চলে",1.0
"এখন দেখি এরা জাতিগত মাতাল! , ছাগলের মাধ্যমে ছাগির পেটে বাচ্চা হয়না, হয় পাঠার মাধ্যমে, নেশা বেশি করেফেলছেন নাকি?",1.0
তুই তো একটা বোকাচোদা তোকে দেখালে কি আর না দেখালে কি তুই বোকাচোদা থাকবি,1.0
নিজেরে কি ভাবিস মাদারচোদ? তুই বাংলার জারজ সন্তান এঈটা জানানো খুব বেশি প্রয়োজন??,1.0
নিজেরে কি ভাবিস মাদারচোদের বাচ্চা মাদারচোদ,1.0
ঐ লোকটা একটা মহা বোকাচোদা,1.0
"বিয়েতেই যেহেতু তোদের আপত্তি, অতএব তোদের জন্য মাগনা চোদন ই ভাল",1.0
পুরাই বলদ। দুচানি খাও বলদের বাচ্চা,2.0
তোরা হলি আসল মাদারচুদ,1.0
"আপনে যে একটা আস্ত পাডা সেটা কি জানেন তুই মাদারচোদ , বদনা মহি",1.0
আসিফ একটা কুলাঙ্গার,1.0
একটা রাস্তার কুকুরের সাথে তোর সাথে ততখানি ব্যবধান যতখানি রাস্তার কুত্তা আর পোশা কুত্তার মধ্যে ব্যবধান,1.0
তুই গর্দভ আগে একটু চিন্তা কর তার পর কমেন্ট কর মূর্খ বেকুব কোথাকার!,1.0
"শুয়ার, জানোয়ার, কুকুরের চাইতে নিকৃস্ট তোরা,, কুকুরের বিস্টা তুরা সকলে",1.0
আবাল মার্কা পোষ্ট শালা আবাল,1.0
তুই শালা হিজরা মার্কেটে যাই উলঙ্গ হ,1.0
খান্কি মাগির পোলা হারামখোর  হারামজাদা খাঙ্কিরপোলা,1.0
হালা ল্যাওড়া চোদা  হাউয়ার নাতি,1.0
নটি মাগির পোলা  মাগিবাজ,1.0
চুতমারানীর পোলা কান্দে ফালাইয়া তর মায়েরে চুদি,2.0
বাঙালি এমনই এক বোকাচোদা জাত যে ডাইরেক্ট চোদা না খাইলে বুঝেই না চোদন কি জিনিস।,2.0
রোজা রমজানের দিনে মুখ খারাপ করাইস না মাগীর পোলা,1.0
তোমার মতো প্রতারক মাগিবাজ কম ই আছে।,1.0
হায় রে গর্দভ কোন প্রসঙ্গে কথা বল্লি আর কি দিয়া শেষ করলি,1.0
তুর বাপ ছিলো শয়তান পয়দা ও করে গেছে আরেকটা শয়তান,1.0
তুই যে একটা আস্তা বেয়াদব কানটা অবিকল রামছাগল এর মত!,1.0
"লেংটির বাচ্চা, তোরা ত অনেক লাফাস তার সাথে ত কোন তর্কেই তোদের ঠাকুরেরা জিততে পারেনি।",1.0
অাবার নতুন কোন ফন্দী বের করছে রেন্ডি জাতী।,1.0
"তুর চেয়ে কুত্তা ও ভাল।!!! অমানুষ,,,তুর বাপের যখন এতই টাকা তুর বাপরে বলতে পারিস নাই তুরে চাঁদে একটা রাস্তা বানাই দিতে!!!! তাহলে তুই সেখানে পাগলা কুত্তার মতো, জেরুজালেমের মতো গাড়ি চালাইতে পারতি!!!!",1.0
"বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা, লম্পটের বাচ্চা হারামজাদা।",1.0
অসাধারন পিক বাইঞ্চোদ যেমন বাপ তেমন ছেলে কুলাঙ্গার ডিটেক্টট,1.0
আরিপ্পা কয় কেজি গঞ্জিকা সেবন করসোস?? তোর চোখ এমন ক্যা???,1.0
"আরিপ্পা ফ্রিল্যান্সিং কি তুই বুঝস, তর মত আরিপ্পা যদি ফ্রিল্যান্সিং এর কাজ জানতি তুই কি আর হুগা মাইরা কি টাকা ইনকাম করতি",1.0
ওই মাদারটোস্ট তুই কি কখনো পোলা ওইবি না।,1.0
ধুরও কুত্তার বাইচ্চা শালা কুত্তা,1.0
"সালা আবাল তুই,, জামা কিনস,,,তুই ত কনডম ও কিনস না",1.0
বাঞ্চোদ তোরে কতবার কইসি! ছবি খেয়ে গাজা আপ্লোড দিস না,1.0
"কিরে জানোয়ার,আজকেও তো হোগা মারছে নাকি তাবিজ ফারুকে?চোখ লাল কেন? আগে প্রেন্ট লাল থাকতো এখন চোখ লাল রহস্য কি? সোনায়মাল চুদন কে বলতে হবে",1.0
ভাই আবেগ কেম্নে হোগা ম্রা খাইলো,1.0
চুদির পো দিলি তো গান টা রে রেপ করে,1.0
সালা মাদারচোদের বাচ্চা কেমনে পারস এইগুলা করতে,1.0
যেমনে মানুষের সোদন খাস এইডস হইবো তো তোর টাকা দিয়া কনডম কিন কামে লাগবো তোর।,1.0
হালায় নির্ঘাত গাঞ্জা গুইল্লা খাইছে,1.0
"খাইঞ্চোদের পোলা, জামা তোর শাওার ভিত্রে ভরে রাখ। অপরাধী লইয়া লাড়া চাড়া করবি তো ফারুক চোদা দিয়া তোক পুয়াতি বানাইয়া ছাইড়া দিমু মাদারচোদ",2.0
ওরে হোগার পোলা খানকির পোলা,1.0
তোর এই বালের খোমাডা দেহানোর কি আছে?,1.0
"মান্দার আমলের ভাবসাব এতদিনে লয়, হালা টুকাই।",1.0
হ্লা কুত্তাসোদা আবার আইচে পাবলিকের গনসোদন খাইতে,2.0
তোর ভাব দেইক্ষা মন্ডায় চাইতছে  একটা রড় গরম কইরা ঠান্ডা অংশ তোর হোগার মধ্যে ডুকাই দেই আর গরম অংশ বাইরে রাখি যাতে কেউ আর খুলতে না পারে  মান্দার পুত,2.0
"আহারে শুয়রের বাচ্চা, কতদিন তোরে গালি দেই নাই বান্দির পুত। এতদিন কই ছিলি শাউয়ার পোলা? ইউ মিসড ইউ মাদারচোদ!",1.0
হালা আবালের জাত খানকির পো,1.0
চুতমারানির পোলা মাগীরপোলা বাইনচোদ,1.0
"চুদির ভাই এতো দিন কই ছিলি, তুরে দেখে আজকে ভালো হাগু হবে,",1.0
"ওরে বান্দির পুত,তুই আর মানুষ অইলি না।",1.0
তোর মত চুতমারানি আমি জিন্দেগিতে দেখিনাই! কোন লেভেলের!,1.0
শালা ভোদাই নাকি তুই হারামজাদা। গুয়ামারাটারা দিস নাকি শুওরের বাচ্চা। ভালো হ বুঝলি। আবাল সালা বেয়াদব একটা,1.0
ওররে খানকির পোলা দিলি তো পুটু মাইরা ব্রাজিলের।,1.0
"ওরে সালার পুত চুতমারানি রে,তুই এডা কি করলি?",1.0
নষ্ট মাগির ভ্রষ্ট পোলা  খানকির পোলা,1.0
সালা মাদারচোদের বাচ্চা নটকীর পোলা,1.0
"তোর জন্যি আজকে ব্রাজিল হারতে পারে, চুত মারানি মাগীর পোলা",1.0
চুদির পো ব্রাজিল টা রে খাইয়ে দিলি  রে,1.0
ফহিন্নী তুমি এইডা কি করলি? আমার ব্রাজিলের পাছা মেরে দিলি হারামি,1.0
মাদারচোদ গালি থেকে বাচার জন্য মাদারচুদি কারবার ঘটাইছে,1.0
কিরে তোর নাকের নিচে আমার ছেচে ফেলা বাল লাগাইছস ক্যা,1.0
"বাইঞ্চুদ, দিলি তো আর্জেন্টিনার পুটকি ডা মাইরা",1.0
",নর্তকির পোলা চ্যাটের বাল",1.0
দিলিতো আর্জেন্টিনার গুয়া মাইরা,1.0
"বাইঞ্চুদ, আর্জেন্টিনারে কুফা লাগাইতো দিলি সাথে আবার আর্জেন্টিনার পুটকি ডাও মাইরা দিলি।",1.0
মাদারটোস্ট কাল আর্জেটিনা যদি তোর জন্য হারে তখন দেখবি হালারপুত বাইঞ্চোদ,1.0
"খানকির পোলা, মাদারচুদ, তর আব্বাকে আর্জেন্টিনার জার্সি পড়াইছস কেন? খানকির পোলা, আমি গালি দেই না, নইলে তর মায়েরে আন্টি ডাইকা ছাইড়া দিতাম, মাদারসুদ",1.0
নডির পুত এমনিতেই জার্মানি হারছে মাথা খারাব হয়ে আছে তুই এর মাঝে দিলি পিক আপ্লুদ,1.0
"তাই ভদ্র ভাষায় বলছি চুতম্রানি, খান্কির পুত, আচোদা কন্ডমের রাবার,সোনাকাটা বাইনচোদ ভুষ্মি মাগিরপো তোর পিক না চোদালে হয় না",1.0
শুয়ারটার নিজের পাছায় নিজে ঢুকিয়ে অভ্যাস তাই নিজেই নিজের আইডিতে ট্যাগ চুদায়,1.0
স্লা ভোক্সদোচ তুরে কে বলসে এই কুফা মুখটা নিয়া পিক দিতে,1.0
কুত্তারমত জিব্বা বাহির করে আছো কেন শুয়াড়?,1.0
বিল না দিয়াই ভাগছস ক্যা বাইঞ্চোদ খানকির পোলা,1.0
"তোরে ভুতে চোদে নাকি খালি ফটো আপ্লোডান চোদাস, শাউয়ারপুত চোদানী মাগী!",1.0
নাহ তুই আর ভালো হবি না গোলামের পুত,1.0
এই খানকি মাগীর  পোলারে কয়েক গালি দিয়া যা,1.0
"হাউয়ার পোলা, তর এই কুত্তার লাহান খোমা ডা চোক্ষের সামনে আওয়ার পর পরই আর্জেন্টিনা ৩ডা গোল খাইসে!!",1.0
আহারে খানকির পোলা এত চোদা খাস তাও মানুষ হস না,1.0
"একে একে সব আচুদারা চেলেব্রিটি হয়ে যাচ্ছে, তুই এখনো আচুদা রয়ে গেলি",1.0
হমুন্দির পুত তুর চেহেরা দেখাইয়া আমার ঈদ মাটি কইরা দিলি।,1.0
হ্লা মাদারটোস্ট।  পুটুন্দার চেয়ে বড় কুফা তুই,1.0
মাদারি তুই কি উগান্ডা থাকস নাকি?,1.0
"শাওয়া মারানি, পাশের লোকটাকে যে গালি খাওয়ানোর জন্য ফ্রেমে নিয়েছিস সেটার তাৎপর্য ব্যাখ্যা কর। ওই লোক যদি মানহানির মামলা ঠুকে তাহলে তো জীবনেও পাছা বেচেও পয়সা শোধ করতে পারবি না বে মাদারচোদ",1.0
যাও আজকে তুমাকে চুতমারানি বলে গালি দিলাম না।,1.0
"ঈদটা যাক পরে তরে মাগির পুলা, বান্দির পুলা, চুতমারানিরর পুলা, চুদির ভাই, চুদাওরি বইলা গালি দিমু",1.0
কেউ খারাপ কথা চোদাবেন না প্লিজ,1.0
"তুই কী মাগির পুত নাকী হিজরার পুত,, এতো গালি পাড়ে তাও স্টক কইরা মরস না",1.0
মেথরের জারজ মাগির পোলা,1.0
বন্ধু আমার খানকির পোলা মাইগ্গা চোদানীর পোলা,1.0
আর কতো চুদি মুদি খাইবি হালারপু,1.0
"এ কেমন ল্যাওড়াবিহীন মাদারী, এ কেমন বান্দীর চ্যালা ?এ কেমন  খানকি নডির পোলা?",1.0
আরিপ্পার মুখ দেইখখা মনে হইতেছে অর গোয়া ফাডাই দিছে এহন ব্যথা,1.0
"অরে চুদনার পুত চুদির ভাই তুই দেশের সাগর টারেও ছারলিনা ওইটাও তোরে নংরা করতে হবে,তোর লগে তোর বোন কে ভালোই মানাইছে রে,চালিয়ে যা মাদারি।",1.0
আরে হ্লার পুত দুইদিন পরেও আমার হোমপেজে আসা লাগে তর মাদারী মেয়েটারে নিয়া দৌড়াচ্ছিস কেন,1.0
হালার ফো হালায় রমজান মাসে এই গুলা কি দেখায়,1.0
এই মাগির পোলারে কেউ দেহে নাই চুতমারানি,1.0
মাগির দালাল খানকির পোলা গাঞ্জাখোর,1.0
"তুই এই পর্যন্ত পৃথিবীতে যেই পরিমান অক্সিজেন নষ্ট করসস , তার হিসাব দিবি মাদারি খানকির পোলা",1.0
"এরে মাদারচোদ কি করছস এইডা? দিলি তো রোজাডা ভাইঙ্গা। তোরে কতবার না করছি দিনের বেলা ছবি দিবিনা, শূয়ারের বাচ্চা",1.0
"লুইচ্চার বাল, বামে কি দেহস? রোযার মাসে ও মাগিবাজি বন্ধ করলি না",1.0
"হানকির পোয়া সোদানীর পোয়া,চুতমারানি, বাইনচোদ,সাওয়ারপুত, খানকি,মাগী,সোদানী,,,তোরে কিত্তে মন চার নিজেও ন জানি?সোদানীর পুয়া তুর নাম আরিফ হোন মাগীর পুয়া দিয়িল দে ও সোদানীর পুয়া",1.0
তুই আগে তোর দূর্গা মা কে চুদে আয় হিজড়া | কিছু গো মাতার মূত্র খেয়ে আয় | মুসলিম রা কি তোর মাকে চুদছে নাকি যে তোর এতো জ্বলে |,1.0
তোদের মোদি মাদারচোদ কে কুত্তা দিয়ে চুদবো শালা মাদারচোদ,2.0
মোদীয়ে মূত্র খাওয়াদের মা - বোনকে ইচ্ছেমতো চুদতে পারেতো তাই সে বিয়ে করছেনা।,2.0
তুই জারজ।তুই পোটা কনডমের চোদা।,1.0
তোর মহম্মদের মা কে কন্ডম ছাড়া চুদি।,2.0
সব মূত্র খাওয়াগুলো মোদীর চুদারো সন্তান।,1.0
মোদি তোর মা কে চোদে।,2.0
জয় কুত্তা শ্রী রামের মারে চুদি!!!,2.0
জয় স্রী চোদাচুদির জয়,2.0
"এত কথা চোদাস , তদের গালি ই প্রাপ্প গনেস চুতিয়া",1.0
"পাগলা চোদা । মাদারচোদ , কুত্তার বাচ্চা ।",1.0
তর মাকে সুদবো তর হিনদু দরম সুদি,2.0
তর মাকে সুদে সুনা ফাটিয়ে দেবো তর ঠিকানা দে,2.0
মাঙের বেটা তোর মা কে চুদি,2.0
তোর মা কে চুদতে চাই তোকে ফিরে জন্মদিতে চায় খানকির পোলা।,2.0
তোর ভাষাই বলে দেয় তুই দূর্গা মাগীর ছেলে। আইচ্চা বলতো দূর্গা মাগি কে এতো সেক্সি সেক্সি লাগে কেন ?,1.0
জয় মা চোদাচুদির জয়,1.0
শালা বেজন্মা নেড়ি কুত্তার চুদা খাওয়া মাগীর বাচ্চা,1.0
আম পাতা জোড়া জোড়া হিন্দু দেবী চুদব মোরা,2.0
দুর্গার গুদ ভীষণ লাল চুদে তাতে ফেললাম মাল,2.0
কালীর গুদে ভীষন গন্ধ তাই চোদার সময় করলাম নাক বন্ধ,2.0
এক নং বেশ্যা নাম তার সীতা চুদলাম সাথে খুললাম ব্রার ফিতা,2.0
লক্ষী চুদে ভীষণ সুখ টাকা পয়সা দিয়ে ভোলায় দুখ,2.0
বিদ্যার দেবী সরস্বতী এক চোদাতেই গর্ভবতী,2.0
রাধার দুধ আছে ঝুলে চুদলাম ওরে কোলে তুলে,2.0
কৃষ্ণ কৃষ্ণ হরে হরে কৃষ্ণ গেলো রাধার ঘরে চুদবার জন্যে বায়না ধরে,2.0
কৃষ্ণ নিলো কন্ডোম পরে অতঃপর রাধার গুদে দিল ভরে ঠাপাইতেছে রাধারে ভালো করে,2.0
চুদার ঠেলায় খাট নড়ে রাধা শুধু কান্না করে,1.0
চুদার পরে গুদে মাল পরে কৃষ্ণ দিলো রাধারে পতিতা করে,1.0
"তাই তার প্রয়োজন ছিল একটা গোটা ধোনের ঠাপ তাই চোদাবান শ্রীকৃষ্ণ রাধাকে দিলো তার জীবনের সবচেয়ে বড় বাঁশ,",1.0
এই শয়তানের বাচ্চারা খানকির পোলারা তোরা কি ভালো আছিস খানকির পোলারা,1.0
তোর মারে চোদ্দি ভারত কি করবে সালা ভারতের দালাল সালা মাদার চোদ্দো,2.0
মাদারচোদ খানকির পোলারা সব জালিমের বাচ্চা,1.0
তোর মা'কে কৃষ্ণ চুদেছিল তুই কৃষ্ণের জারজ অবৈধ সন্তান।,1.0
তোর আম্মুর ভোদার ওপর দিয়ে ট্যাঙ্ক চলাবো কানাচোদা কাটু,1.0
তোর মার গুদ মারবো খান্কির ছাবাল,1.0
গুদ মারবো তোদের মা কে তাই প্রাথনা করি ভাই,1.0
মাদার চুদ তুরা যৌনি আর লিংগের পুজা করিস তুর মা গুরুকে চুদিস,2.0
সব রেন্ডি কে একেবারে চুদে দে মাদারচপ্পদ,2.0
এই মোল্লা চোদা খান কি র ছেলে তোর মা কেও তোরা চুদতে পারিম তাই না?,2.0
তোর গুদ বোকা চোদা কাটা চুদি,2.0
"তসলিমাকে ফোন দে তোরে দিয়াও পুটকি চাটাবেয়ানে,তাহলে তোর ধোনের ইচ্ছা টা পূরন হবেনে খানকির পোলা জাউরার বাচ্চা।এতই যদি স্বাধীনতা চাস তাহলে তোর বোনরে রাস্তায় লেংটা করে ছাড় কিছুদিন বেটারা চুদুক",2.0
শোন খানকির ছেলে তোর মা চুদবো রে টেররিস্ট চোদা।,2.0
হুম তোদের মূর্তি দেবতারা প্রতি রাতে এসে তোদের মাদের চোদে আর আমরা ওই মূর্তি দেবতার মাথায় মুতি বুঝলি জাউরার বচ্চা।,2.0
খানকির ছেলে ধর্ষকের জাত।রেন্ডির ছেলে,1.0
খানকির ছেলে। বেশি ফ্যাক ফ্যাক করিসনা তো বাল।,1.0
তুই তর বাপ মায়ের চুদা না তুই নাস্তিকের চুদা। তা কোন নাস্তিক চুদা তুই শুনি,1.0
"বাল ফালবো বাইনচোদ,চিল্লাইয়া বাল ফালাইবা",1.0
ওরে নটির পোয়া শালা বাইনচোদ মাদার চোদ,1.0
"মাদারীর বাচ্ছা কি কয়,বাইনচোদ নম্বার ওয়ান খানকির পোলা",1.0
দূর খানকির পোলা তোর মা কে ফিরাউন চুদে ছিলো বুঝলি,1.0
"মাদার চুদ এন্ডিয়ার মাগি,,মুদির বিছানায় রাত জাপন করে,,,,",1.0
তোর জন্মের ঠিক আছেরে মাদারচোদ খান্কির পোলা,1.0
কুত্তার বাচ্চা তোর মা কে কুত্তায় চুদে ছিলো।মাদার চোদে গাজা খাইয়া ভাষন দিছে।,1.0
জারজের ছেলে সাহস থাকলে পুলিশ ছাড়া মাটে নাম কার কথ দম দেখা যাবে।,1.0
তর জন্মের টিক নাই। বেশ্যার ছেলে। মাঠে নামলে আগে তর কল্লা কাটুম,1.0
তোর মাকে চুদি মাদার চোদ তোর মাদের আমি কুকুর কে দিয়ে চোদা মু,2.0
শালা জারজ সন্তান খানকির পোলা তর জন্মের ঠিক আছে নি,1.0
তুই চুতমারানীর পোলা খাংখীর পোলা মাদারচোদ সালা চুতিয়া,1.0
মাদারচুদ মাঠে নাম আমরাও নামি তর মাকে চুদমু শালা জারজ সন্তান,2.0
সালা মাদার চোদ মাগির পোলা,1.0
বান চুদের বাচ্চা খানকির পুতে,1.0
সালা মাদারছোদ খানকি মাগির পুলা জারজ সন্তান,1.0
এই নাস্তিকের বাচ্চা তোর মারে চূদি শালা শুয়োরের বাচ্চা,1.0
তুই একটা মাগির ছেলে খানকির পোলা তোর মায়েরে কুত্তায় চুদে,1.0
তুই বেটা মাদার চোদ। তর জন্মের ই ঠিক নাই মাদার চুদে,1.0
কুকুরের বাচচা অপেক্ষা কর তোর মার ভিতরে তোকে ডুকানো হবে। খানকির পোলা,2.0
বাইনচুদের বাচ্চা বাল ফালাইবো খানকির ছেলে,1.0
"খানকির পোলা জয় তুই,মরনের কথা ভুলে গিয়েছিস,মাদারচুদ",1.0
খানকিরপুত এই মাদারচোদের জন্মের ঠিক নাই। তোকে সামনে পাইলে মাউথ তোর গুয়ার ভিতর ঢোকাইয়া দিতাম। সালার জারজ।,2.0
নুটির পুত তরারে পুটকি ও মারতনা কেও,1.0
তুই তোর মা বাবার কনডম ফেটে অনাকাঙ্ক্ষিত কুলাঙ্গার সন্তান মাগির পুলা,1.0
এই খানকির পোলা ফেরঅাউন মাদারচোদ বলে কি,1.0
"চুদবার টাইম নাই,,, চেটের বাল",1.0
তর বোনরে পাইলে কুকুরদে চুদামু,2.0
তোর মাকে চুদি বালকামা,2.0
চেটেরবাল পাগলা চোদা ।,1.0
ছাএলিগ কে কুতা চুদে হালা বলদ সুদা,2.0
তোমার মায়েরে চুদদি খানকির পোলা তোর মায়েরে কুত্তা দিয়া চুদামু ঘোড়া দিয়ে চুদানো শুয়োরের বাচ্চা তোদের সামনে পাইতাম খানকির ছেলে শুয়োরের বাচ্চা,2.0
তোর মায়রে চুদি মাদার চোদ,2.0
একে কুতা দিয়ে চোদা হোক শালা মাদারীর বাচ্চা,2.0
হের মারে চুদি মাগির পুলা,2.0
এই মাদার চুদ তোই তো একটা বাল ছিরে নেতা মাদারচুদ কলাংগার,1.0
"বাইনচুদের জন্মের ঠিক আছে নাকি মুখটা খারাপ করলাম না তা""না হলে তর মার হেডা দিয়ে বাঁস ডুকিয়ে দিতাম",2.0
তোর গুয়া মাইরে গাছে তুলে ফেলবো শালা ..মাদার সোত আইচ,2.0
ওওয়ে খানকির পোলা বেলুন পেটে জন্ম নেওয়া,1.0
এ মাদার চোদ কোথা থেকে বেরিয়ে আসে। এদের জন্মের ঠিক নাই। খাংকির পুলা কয় কি,1.0
শালা বাইঞ্চুদ এই খানকির পোলার মুখের ভিতর লাথি দেয় না কেনো।,2.0
সালা মাগির বাচ্চা তোর তো জম্মের ঠিক নাই শালা কুলাঙ্গারের বাচ্চা,1.0
আরে মাদারচোদ নাস্তিকের বাচ্চা মাদারচোদ শালা খানকির পোলা,1.0
"আয় মাদার চুদ ,তুই মামুনুল হকের বাল সিরির বানছোদ",1.0
নটির ছেলে,1.0
এই খানকির পুলা তর ওপরে ডাডা পরবো নডির পুলা,1.0
খানকি মাগির পোলা মাদার চুদ শালা আবাল,1.0
মাগি বাছা জাওরাতর চামড়া ওঠায়া ফালামু মাদার চুদ,1.0
ওই খানকির পোলারে আগে মার,2.0
মাঘির পোলা তুই একটা,1.0
তোর বাপ কেরে মাদার ছোদ তোরা মুসলমানের সন্তান হলেও তোরা অবৈধ বাবার সন্তান,1.0
এই কুত্তা তোরা রাস্তায় তোর জন্মের ঠিক নাই জারজ সন্তান তুই,1.0
ত্রই খাকির পোলা তোর মারে কে করে তকে বানাইছে বলতো,1.0
এটা একটা মাংগের বেটার কথা এই বেটার জারছ এই মাগির বেটা টা,1.0
মাদার চুদ তর মা চুদুম,1.0
খানকির পোলা তোর গুষ্টির মারে চূদি মাদারচোদ,1.0
ঐ জারক তুই কি তোর বাবা কে চিনিষ মাদার চুদ তুই শালার জন্মমের টিকনাই,1.0
কানখির পোলা তোর মারে তুই চুদ জানোয়ারের বাচ্চা,1.0
"খানকির ছেলে,,জারোজের বাচ্চা তুই,,সামনে আশিস শালা মাদার চুত",1.0
বাইনচোদ কুওার মত ঘেউ ঘেউ করবিনা সুওরের বাচ্চা,1.0
খানকির পোলা তোর মারে চুদি তুই খানকির পোলা এক নাম্বার জজ্ঞি,2.0
"তোর জন্মের ঠিক নাই
 বাইনচোদ,মাদারচোদ।",1.0
12 ভাতা‌রির ছাওয়াল bড় মাদারচোদ তুই.তর সোনা কাটব,1.0
তরমারে কুত্তা দিয়া চুদামো খানকির পুলা,2.0
"তোর পাগল চুদি,, জাতিয় মাদারচুদ",2.0
পতিতার ছেলে খাংকি মাগীর ছেলে,1.0
মাগির হুত সব সালারা জারজ,1.0
"ওই মাগির পোলা তর মার কাছে জিগ্গাস করিস তর জন্ম কই জনে দিসে খানকির,বাচ্চা",1.0
ইসলাম বিরোধিরা এখনো সময় আছে ভালো হয়ে যাও,1.0
"তোরে ভুতে চোদে নাকি খালি ফটো আপ্লোডান চোদাস, শাউয়ারপুত চোদানীমাগী!",1.0
"মাদালি তুই আর কাজ পাচনা জুমার দিনে পিক আপদেস,হুগার পোলা,আলিপ্পা জাউরা,মাইয়ার হেডার মধ্যে মুখটা লাগাইয়া দেখ মজা পাইবি মাদালি",1.0
শালা তরে রে ইন্দুর দিয়া পুটকি মারলে যদি তর লাজ হয়! শালা মাইজ্ঞা,2.0
মেথরের জারজ মাগির পোলা বন্ধু আমার খানকির পো,1.0
দেখ কত্ত অবুঝ শুয়াড়টা খানকির পোলা,1.0
"তাই ভদ্র ভাষায় বলছি চুতম্রানি, খান্কির পুথ, আচোদা কন্ডমের রাবার,সোনাকাটা বাইনচোদ ভুষ্মি মাকিরপো তোর পিক না চোদালে হয় না",1.0
আজকে আর্জেন্টিনারর খেলা।স্লা ভোক্সদোচ তুরে কে বলসে এই কুফা মুখটা নিয়া পিক দিতে,1.0
"কিরে রোহিঙ্গার বাচ্ছা,,গালি খাওয়ার জন্য বুঝি তর মন উতাল-পাতাল করতাছে না",1.0
বানইঞ্চোদ দিলি তো ভাষা টারে ধর্ষন করে। সালা রাজাকারের বাইচ্চা। আজ যদি রফিক জব্বার বেছে থাকতো তোর পোং মেরে ভাষা উদ্ধার করতো,2.0
খাংকির পোলা তোর থোত্মায় এই কথা মানায় না,1.0
ইফতারি তে কচু খেয়ে আসছে হারামজাডা ভক্সদ,1.0
এইসব আজাইড়া পোস্টদাতাকে বিমানের উপর তুলে পুটকি মারা উচিৎ।যেনো পড়ে যাওয়ার ভয়ে পুটকি মারা দিতেই থাকে।,2.0
"অই ছাগল অখন ফেব্রুয়ারি মাস? পাগল ছাগল কুত্তা বিলাই, মুছি",1.0
দূর হ মেথরের বাচ্ছা  চুদির ভাই,1.0
চুদির ভাই বাংলায় লিখতে পারো নাই বোকাচোদা একটা ওরে আবাল রে,1.0
অনুগ্রহ করে কেউ অশ্লীল ভাষা চোদাবেন নাহ,1.0
মান্দার পো নীল সোদাইছে .সোদানির পোয়া,1.0
